Date-Time,AGCO,ALG,CAT,CNHI,DE,SAP
2004-12-13,22.02,22.42,93.98,,71.55,45.0
2004-12-14,21.96,23.48,93.7,,71.65,44.9
2004-12-15,22.63,23.84,94.88,,72.92,45.04
2004-12-16,22.2,24.81,94.79,,72.43,43.84
2004-12-17,22.28,25.34,94.24,,73.02,43.05
2004-12-20,22.0,26.01,94.35,,73.95,43.56
2004-12-21,21.7,26.9,96.26,,73.7,43.82
2004-12-22,21.43,27.0,97.15,,73.78,43.99
2004-12-23,21.45,25.34,97.31,,73.47,44.35
2004-12-27,21.12,26.1,96.1,,72.85,44.69
2004-12-28,21.93,26.95,98.47,,74.42,45.06
2004-12-29,21.84,26.05,98.47,,74.0,44.6
2004-12-30,21.81,27.14,97.54,,74.34,44.29
2004-12-31,21.89,27.16,97.51,,74.4,44.21
2005-01-03,21.31,28.2,95.07,,72.94,44.04
2005-01-04,20.82,26.48,94.02,,71.2,42.33
2005-01-05,20.78,27.19,92.22,,70.51,42.21
2005-01-06,20.74,26.42,93.58,,71.49,42.8
2005-01-07,20.31,25.5,93.38,,70.5,43.36
2005-01-10,20.26,26.41,92.52,,70.18,43.34
2005-01-11,20.05,26.85,91.24,,69.25,41.4
2005-01-12,20.12,26.9,92.37,,70.0,41.74
2005-01-13,20.57,26.78,92.86,,70.55,41.18
2005-01-14,20.68,27.18,93.69,,70.84,41.1
2005-01-18,21.19,27.74,92.53,,70.65,40.68
2005-01-19,20.88,27.89,91.51,,70.05,40.13
2005-01-20,20.54,27.84,90.08,,69.28,39.33
2005-01-21,20.3,28.15,89.23,,68.0,39.33
2005-01-24,20.01,28.35,88.12,,67.66,39.37
2005-01-25,20.18,27.54,90.5,,68.12,40.3
2005-01-26,20.34,25.69,91.12,,67.7,39.38
2005-01-27,20.19,26.11,86.52,,67.07,38.52
2005-01-28,20.05,26.15,87.46,,67.97,38.67
2005-01-31,20.53,26.2,89.1,,69.43,38.72
2005-02-01,20.62,25.89,90.12,,70.29,38.58
2005-02-02,20.86,23.6,91.01,,70.14,38.94
2005-02-03,20.65,25.65,91.8,,70.3,38.67
2005-02-04,19.5,25.69,91.9,,69.35,39.19
2005-02-07,19.43,25.69,91.36,,68.25,39.05
2005-02-08,19.44,25.28,91.48,,68.3,39.22
2005-02-09,19.26,25.5,90.64,,67.6,39.36
2005-02-10,19.42,25.15,92.06,,68.1,39.46
2005-02-11,19.74,25.35,92.78,,69.33,39.86
2005-02-14,19.17,25.03,92.22,,69.35,40.51
2005-02-15,18.4,25.09,91.5,,66.1,40.58
2005-02-16,18.7,24.44,92.54,,66.7,40.32
2005-02-17,19.05,24.74,91.82,,65.85,39.94
2005-02-18,18.7,25.08,90.84,,66.57,39.58
2005-02-22,18.57,24.34,89.46,,66.24,39.88
2005-02-23,18.32,23.51,90.46,,66.8,40.21
2005-02-24,19.38,23.0,93.16,,68.77,40.63
2005-02-25,19.4,23.85,94.82,,70.59,40.75
2005-02-28,19.47,24.7,95.05,,71.11,40.55
2005-03-01,19.79,25.05,97.37,,70.98,40.55
2005-03-02,19.86,25.39,97.17,,71.46,40.02
2005-03-03,20.03,24.55,97.74,,70.54,40.2
2005-03-04,20.02,23.83,99.96,,72.35,40.67
2005-03-07,19.97,23.44,98.9,,71.5,40.68
2005-03-08,19.58,24.0,99.0,,71.31,41.23
2005-03-09,19.3,24.71,96.81,,69.76,40.96
2005-03-10,19.77,24.57,98.26,,69.0,41.1
2005-03-11,19.82,24.8,99.0,,69.39,40.85
2005-03-14,19.48,25.27,96.53,,68.5,40.97
2005-03-15,19.5,25.71,96.75,,67.93,40.4
2005-03-16,19.1,25.78,96.27,,67.2,40.27
2005-03-17,19.3,25.6,96.82,,67.75,40.25
2005-03-18,18.7,25.49,96.4,,68.37,40.13
2005-03-21,18.86,25.66,96.18,,68.64,39.68
2005-03-22,18.84,25.19,94.71,,67.27,39.31
2005-03-23,18.58,24.55,93.64,,67.07,39.71
2005-03-24,18.81,24.73,93.58,,68.29,39.77
2005-03-28,18.6,24.7,94.22,,68.09,39.81
2005-03-29,18.16,24.6,89.8,,66.16,39.48
2005-03-30,18.5,24.66,91.48,,66.3,40.23
2005-03-31,18.25,24.74,91.44,,67.13,40.08
2005-04-01,18.0,24.85,90.15,,66.24,39.71
2005-04-04,18.01,24.43,90.21,,66.08,39.51
2005-04-05,17.79,24.09,90.36,,66.41,39.21
2005-04-06,17.95,24.2,91.39,,66.75,38.77
2005-04-07,18.1,24.19,91.58,,67.33,38.89
2005-04-08,17.78,23.78,90.69,,67.01,38.78
2005-04-11,17.58,24.25,90.17,,66.41,39.08
2005-04-12,17.45,23.97,91.39,,66.1,39.16
2005-04-13,17.27,23.91,88.6,,64.62,38.45
2005-04-14,17.02,23.91,85.4,,63.51,37.94
2005-04-15,16.57,24.32,83.46,,62.47,36.96
2005-04-18,16.81,23.36,83.58,,62.91,37.15
2005-04-19,16.96,22.93,84.95,,63.78,37.54
2005-04-20,16.72,22.8,88.04,,63.21,37.49
2005-04-21,17.12,22.43,89.67,,64.95,39.51
2005-04-22,17.65,21.75,89.81,,64.57,39.6
2005-04-25,17.91,20.75,91.13,,64.4,39.69
2005-04-26,17.17,19.98,88.86,,63.08,39.42
2005-04-27,17.26,20.1,88.05,,62.14,39.67
2005-04-28,17.04,19.9,86.7,,61.34,39.11
2005-04-29,17.2,19.15,88.05,,62.54,39.43
2005-05-02,17.68,18.68,88.4,,62.16,39.49
2005-05-03,17.6,19.1,87.58,,62.01,39.61
2005-05-04,18.38,19.79,89.42,,62.59,40.4
2005-05-05,18.27,18.95,89.85,,62.89,40.62
2005-05-06,18.61,19.5,90.16,,62.69,41.02
2005-05-09,18.68,19.55,90.28,,62.55,40.87
2005-05-10,18.5,19.74,89.65,,61.54,40.35
2005-05-11,18.32,19.47,90.9,,62.19,40.62
2005-05-12,17.79,19.24,88.88,,60.51,40.26
2005-05-13,17.7,19.19,89.0,,59.69,40.52
2005-05-16,17.76,19.07,90.38,,59.79,41.21
2005-05-17,17.74,19.56,91.96,,62.29,41.34
2005-05-18,18.0,19.93,93.52,,63.97,41.91
2005-05-19,17.92,20.0,93.5,,64.59,41.73
2005-05-20,17.86,20.36,93.63,,64.44,41.7
2005-05-23,17.77,20.15,94.04,,65.05,41.76
2005-05-24,17.6,21.43,93.83,,65.02,42.0
2005-05-25,17.71,20.6,92.47,,65.0,41.75
2005-05-26,18.77,20.3,94.43,,66.0,41.86
2005-05-27,18.55,20.59,94.31,,66.32,42.1
2005-05-31,18.36,20.4,94.11,,66.15,41.25
2005-06-01,18.5,20.26,95.47,,65.55,41.6
2005-06-02,18.31,20.57,95.18,,64.99,41.87
2005-06-03,18.13,20.58,93.97,,64.57,41.73
2005-06-06,18.4,20.65,94.15,,65.27,41.85
2005-06-07,18.53,20.65,94.53,,65.16,42.49
2005-06-08,18.29,20.5,96.58,,65.67,42.43
2005-06-09,18.44,20.34,97.45,,66.62,42.58
2005-06-10,19.09,20.02,97.02,,66.81,41.82
2005-06-13,18.86,20.0,97.58,,67.03,41.43
2005-06-14,18.85,20.03,98.57,,67.06,41.12
2005-06-15,18.74,19.64,98.58,,66.14,41.15
2005-06-16,18.75,19.9,98.31,,66.95,41.59
2005-06-17,18.86,20.76,100.2,,67.93,42.62
2005-06-20,19.06,20.95,100.8,,68.12,42.03
2005-06-21,19.54,20.23,102.2,,68.12,42.28
2005-06-22,19.43,20.13,100.57,,67.0,43.42
2005-06-23,19.03,20.21,98.47,,66.33,42.74
2005-06-24,18.8,19.76,96.86,,65.94,42.45
2005-06-27,18.81,19.61,96.92,,65.36,42.33
2005-06-28,19.26,19.7,97.8,,66.3,42.75
2005-06-29,19.51,19.27,96.64,,66.45,43.29
2005-06-30,19.12,18.67,95.31,,65.49,43.3
2005-07-01,19.92,18.67,95.93,,66.1,43.31
2005-07-05,19.99,18.9,96.17,,67.25,42.5
2005-07-06,19.96,19.5,95.3,,67.6,42.38
2005-07-07,20.16,19.05,97.35,,67.56,41.82
2005-07-08,20.63,19.32,98.7,,68.76,42.47
2005-07-11,20.87,20.08,99.97,,69.52,43.27
2005-07-12,21.02,19.55,98.96,,69.68,43.95
2005-07-13,20.64,19.98,99.84,,69.03,43.4
2005-07-14,20.07,19.35,102.0,,69.41,43.99
2005-07-15,20.28,19.95,101.34,,69.75,44.07
2005-07-18,20.25,19.72,101.64,,69.92,43.66
2005-07-19,20.9,20.09,106.8,,71.49,44.49
2005-07-20,21.3,19.99,106.4,,71.64,44.92
2005-07-21,20.82,20.01,104.6,,71.3,43.84
2005-07-22,21.02,20.37,104.82,,71.35,43.79
2005-07-25,20.4,20.02,103.7,,70.72,43.0
2005-07-26,20.12,19.79,103.64,,70.51,42.82
2005-07-27,20.63,19.99,105.58,,72.59,42.95
2005-07-28,20.61,20.08,108.9,,73.42,43.24
2005-07-29,20.69,19.85,107.82,,73.53,42.82
2005-08-01,20.77,20.04,108.04,,73.2,42.72
2005-08-02,20.78,20.0,108.92,,72.89,43.25
2005-08-03,20.52,20.0,108.78,,72.44,43.74
2005-08-04,20.06,19.45,108.04,,71.42,43.09
2005-08-05,19.78,19.61,107.22,,71.59,42.83
2005-08-08,19.61,19.2,107.36,,71.42,42.66
2005-08-09,20.53,19.76,108.68,,71.62,43.14
2005-08-10,20.89,19.85,110.0,,71.4,43.5
2005-08-11,20.99,19.91,111.0,,72.89,43.74
2005-08-12,20.94,20.02,109.6,,72.6,43.5
2005-08-15,20.95,20.22,110.52,,72.81,43.49
2005-08-16,19.97,20.0,107.38,,64.63,42.52
2005-08-17,20.14,20.06,106.92,,64.53,42.49
2005-08-18,19.89,20.04,106.3,,64.23,42.06
2005-08-19,19.98,19.91,109.64,,64.95,42.47
2005-08-22,19.96,20.07,109.62,,64.69,42.46
2005-08-23,19.75,19.76,109.38,,64.08,42.38
2005-08-24,19.68,19.64,106.42,,63.33,42.21
2005-08-25,19.71,19.8,106.8,,63.84,42.21
2005-08-26,19.74,19.83,106.98,,63.83,41.83
2005-08-29,20.0,19.83,107.4,,64.0,42.12
2005-08-30,19.85,19.91,107.56,,64.53,42.0
2005-08-31,20.53,20.45,110.98,,65.38,42.67
2005-09-01,20.55,20.5,113.88,,64.89,43.12
2005-09-02,20.36,20.4,116.5,,65.05,43.11
2005-09-06,20.26,20.5,117.02,,66.06,44.03
2005-09-07,20.49,20.55,118.14,,65.86,44.14
2005-09-08,19.88,20.09,116.66,,64.72,43.86
2005-09-09,20.3,20.01,117.72,,64.55,44.33
2005-09-12,20.45,20.46,118.58,,65.33,44.33
2005-09-13,20.34,19.99,118.8,,64.65,43.6
2005-09-14,19.84,19.13,116.6,,63.48,43.41
2005-09-15,19.86,19.07,115.48,,62.64,43.03
2005-09-16,19.99,19.13,115.44,,62.55,44.22
2005-09-19,19.76,19.15,113.94,,61.6,43.34
2005-09-20,19.51,18.87,113.62,,61.03,43.04
2005-09-21,19.55,18.11,114.22,,60.4,42.55
2005-09-22,19.32,19.0,116.0,,60.98,42.29
2005-09-23,19.12,19.1,117.84,,60.55,41.9
2005-09-26,18.79,18.6,116.68,,60.88,43.0
2005-09-27,18.86,20.06,117.44,,61.82,42.55
2005-09-28,18.26,19.56,115.1,,60.83,43.05
2005-09-29,18.06,20.34,115.98,,60.6,43.28
2005-09-30,18.2,19.82,117.5,,61.2,43.33
2005-10-03,17.91,19.99,118.02,,61.62,43.07
2005-10-04,17.76,19.92,115.56,,60.78,43.02
2005-10-05,17.5,19.85,112.44,,60.08,42.65
2005-10-06,17.62,20.0,110.38,,60.36,42.48
2005-10-07,17.59,19.77,113.24,,61.11,42.95
2005-10-10,17.51,19.8,111.14,,60.48,42.95
2005-10-11,17.23,19.38,111.12,,59.57,42.67
2005-10-12,17.24,19.2,109.52,,59.86,42.38
2005-10-13,17.27,19.64,108.0,,59.33,42.67
2005-10-14,17.2,19.22,109.48,,59.35,43.25
2005-10-17,17.2,20.03,110.06,,59.33,43.56
2005-10-18,16.85,19.99,107.92,,58.37,43.26
2005-10-19,17.32,19.67,110.86,,58.8,43.54
2005-10-20,17.21,19.5,108.06,,58.58,43.58
2005-10-21,16.9,19.36,97.84,,57.16,43.62
2005-10-24,16.83,19.45,100.62,,58.5,43.98
2005-10-25,16.79,19.4,100.58,,58.25,43.52
2005-10-26,15.0,19.3,101.1,,59.14,43.08
2005-10-27,14.74,18.9,99.8,,58.16,42.41
2005-10-28,14.92,19.09,102.14,,59.64,42.74
2005-10-31,15.99,19.45,105.18,,60.68,42.94
2005-11-01,15.83,19.51,105.44,,61.1,42.83
2005-11-02,16.11,19.82,107.38,,62.15,43.3
2005-11-03,16.0,19.86,106.96,,62.46,43.0
2005-11-04,15.86,20.03,107.1,,61.95,42.73
2005-11-07,15.98,20.45,108.5,,63.07,42.87
2005-11-08,15.81,20.37,108.5,,63.08,42.74
2005-11-09,15.78,19.6,108.2,,63.46,42.82
2005-11-10,15.81,21.26,109.38,,64.29,42.64
2005-11-11,16.34,21.3,109.74,,63.88,42.95
2005-11-14,16.41,21.13,110.86,,63.85,42.55
2005-11-15,16.35,20.8,111.8,,63.05,42.31
2005-11-16,16.35,20.43,113.46,,63.78,42.08
2005-11-17,16.35,20.84,114.94,,62.84,42.26
2005-11-18,16.27,21.2,114.56,,63.1,42.68
2005-11-21,16.24,21.6,115.42,,63.0,42.87
2005-11-22,16.29,21.56,117.52,,67.4,43.32
2005-11-23,16.29,21.54,116.02,,67.8,43.49
2005-11-25,16.37,21.54,115.9,,67.68,43.63
2005-11-28,16.76,21.6,114.9,,68.9,44.32
2005-11-29,16.76,21.6,114.2,,69.25,44.93
2005-11-30,16.93,21.1,115.56,,69.35,45.15
2005-12-01,17.27,22.79,118.0,,69.08,45.46
2005-12-02,17.29,22.5,117.62,,68.87,45.59
2005-12-05,17.19,21.36,116.66,,68.2,45.55
2005-12-06,17.16,21.57,117.6,,69.6,45.86
2005-12-07,16.83,21.77,115.56,,68.95,45.3
2005-12-08,16.84,21.9,114.68,,69.11,45.58
2005-12-09,17.08,22.47,116.18,,69.11,45.9
2005-12-12,17.03,22.73,116.06,,68.0,46.29
2005-12-13,16.85,22.0,117.94,,69.3,46.41
2005-12-14,17.05,21.94,117.5,,69.71,46.4
2005-12-15,16.68,21.8,117.42,,69.91,46.43
2005-12-16,17.0,22.01,119.28,,70.02,46.33
2005-12-19,16.5,21.59,113.66,,69.42,45.97
2005-12-20,16.68,21.77,113.48,,69.97,45.44
2005-12-21,16.91,21.58,114.16,,69.71,45.65
2005-12-22,16.99,21.82,116.9,,70.53,45.86
2005-12-23,16.8,22.05,117.02,,70.58,45.65
2005-12-27,16.52,21.78,115.78,,68.99,45.48
2005-12-28,16.84,21.69,115.68,,68.95,45.77
2005-12-29,16.66,21.4,116.28,,68.67,45.54
2005-12-30,16.57,20.5,115.54,,68.11,45.07
2006-01-03,16.72,20.84,115.6,,68.0,45.95
2006-01-04,16.8,21.07,118.54,,68.09,46.82
2006-01-05,16.42,21.45,118.54,,68.2,47.94
2006-01-06,16.31,21.7,120.9,,68.43,48.84
2006-01-09,16.41,21.85,123.1,,68.83,48.81
2006-01-10,16.44,21.95,122.6,,68.86,47.37
2006-01-11,16.92,21.8,122.66,,69.15,46.64
2006-01-12,16.78,21.78,124.42,,69.28,45.99
2006-01-13,17.16,21.95,124.66,,69.6,46.38
2006-01-17,17.06,22.0,125.92,,70.39,45.95
2006-01-18,17.77,22.2,124.66,,70.48,45.39
2006-01-19,18.03,22.36,125.02,,70.47,45.11
2006-01-20,17.6,22.03,121.56,,68.86,44.0
2006-01-23,16.92,22.15,122.08,,69.2,44.77
2006-01-24,17.31,22.42,122.7,,70.72,45.45
2006-01-25,17.01,22.2,124.14,,71.57,49.7
2006-01-26,17.13,22.57,130.34,,71.35,50.53
2006-01-27,17.58,22.9,135.06,,72.4,50.4
2006-01-30,17.71,23.75,134.02,,72.22,50.71
2006-01-31,18.01,23.32,135.8,,71.76,51.37
2006-02-01,19.36,23.41,138.48,,75.1,52.22
2006-02-02,18.65,22.49,136.78,,74.74,51.15
2006-02-03,18.5,23.2,136.26,,74.51,50.38
2006-02-06,19.0,22.85,137.4,,74.92,50.15
2006-02-07,18.13,22.76,134.32,,75.09,49.63
2006-02-08,17.98,23.03,137.62,,73.57,50.14
2006-02-09,17.78,22.83,136.9,,73.87,50.23
2006-02-10,17.52,22.8,137.5,,73.62,50.08
2006-02-13,17.65,22.65,137.24,,73.8,49.25
2006-02-14,17.78,22.41,140.44,,74.67,49.96
2006-02-15,18.13,23.2,143.2,,75.3,50.31
2006-02-16,18.58,24.05,143.92,,75.0,50.75
2006-02-17,18.71,24.2,144.1,,76.19,50.81
2006-02-21,19.04,24.06,145.18,,77.67,50.56
2006-02-22,19.32,24.76,146.12,,78.89,51.4
2006-02-23,19.77,24.4,144.7,,77.75,51.88
2006-02-24,20.05,24.09,145.4,,77.64,51.94
2006-02-27,19.77,23.89,147.0,,77.33,52.08
2006-02-28,19.55,23.86,146.16,,76.27,51.1
2006-03-01,19.65,23.49,148.78,,77.09,51.87
2006-03-02,19.41,23.32,148.68,,77.65,51.66
2006-03-03,19.4,22.39,149.22,,78.37,52.1
2006-03-06,19.06,21.75,146.44,,76.25,51.8
2006-03-07,18.7,21.6,146.08,,76.33,51.34
2006-03-08,18.27,21.6,144.8,,74.94,50.91
2006-03-09,18.51,21.37,142.8,,74.5,51.28
2006-03-10,18.94,21.34,141.9,,74.97,51.83
2006-03-13,19.13,21.36,142.0,,75.19,51.68
2006-03-14,19.43,21.59,143.88,,77.02,52.34
2006-03-15,19.9,22.05,148.58,,78.59,52.98
2006-03-16,19.86,22.77,149.8,,78.39,52.99
2006-03-17,20.15,23.39,152.46,,78.4,53.38
2006-03-20,20.02,23.0,151.7,,77.91,53.43
2006-03-21,19.47,22.25,148.62,,76.34,52.39
2006-03-22,20.06,22.3,152.42,,77.29,52.82
2006-03-23,20.07,22.5,152.52,,78.0,52.34
2006-03-24,20.17,22.45,151.0,,78.25,52.21
2006-03-27,20.99,22.15,150.76,,78.52,51.5
2006-03-28,20.36,22.02,149.74,,78.51,51.46
2006-03-29,20.8,22.48,147.34,,79.42,52.26
2006-03-30,20.86,22.21,144.8,,79.78,53.92
2006-03-31,20.74,22.14,143.62,,79.05,54.32
2006-04-03,20.66,22.09,147.0,,80.01,54.58
2006-04-04,20.98,22.32,150.6,,80.46,55.24
2006-04-05,21.42,22.4,151.6,,80.91,54.53
2006-04-06,21.57,21.91,151.3,,80.0,57.0
2006-04-07,21.49,21.74,149.84,,79.63,55.84
2006-04-10,21.38,21.35,150.9,,80.18,56.54
2006-04-11,21.86,21.25,153.32,,80.95,55.84
2006-04-12,22.46,21.06,155.68,,84.05,55.62
2006-04-13,22.63,21.09,153.88,,84.71,55.2
2006-04-17,22.9,20.93,152.9,,85.63,55.43
2006-04-18,23.29,21.95,157.82,,88.56,55.8
2006-04-19,24.2,21.87,157.44,,88.18,56.87
2006-04-20,23.43,21.6,155.94,,87.35,55.81
2006-04-21,23.44,21.6,155.74,,87.56,54.92
2006-04-24,23.42,21.61,154.76,,86.48,55.01
2006-04-25,23.41,21.21,149.86,,83.97,54.9
2006-04-26,23.78,21.28,151.9,,86.3,55.43
2006-04-27,23.8,21.23,150.12,,85.88,55.39
2006-04-28,23.67,21.32,151.48,,87.78,54.63
2006-05-01,26.31,21.21,151.26,,88.63,54.9
2006-05-02,27.56,21.11,154.96,,91.34,55.15
2006-05-03,27.0,21.42,156.2,,90.72,54.53
2006-05-04,27.27,21.49,157.62,,89.91,55.87
2006-05-05,27.25,22.57,159.96,,90.36,56.21
2006-05-08,28.53,22.4,159.8,,91.19,56.07
2006-05-09,28.37,22.11,162.28,,90.9,55.45
2006-05-10,27.63,22.0,161.94,,90.8,55.2
2006-05-11,27.06,21.6,159.24,,88.62,54.27
2006-05-12,25.21,21.19,155.62,,89.63,53.62
2006-05-15,25.24,21.64,154.94,,87.52,53.59
2006-05-16,25.45,21.7,154.68,,89.31,53.68
2006-05-17,24.39,21.41,151.82,,86.45,52.0
2006-05-18,23.74,21.26,149.24,,83.61,51.78
2006-05-19,23.67,21.33,145.56,,84.16,52.89
2006-05-22,23.83,21.3,145.74,,83.28,52.56
2006-05-23,23.67,21.45,147.44,,84.62,53.4
2006-05-24,24.56,21.4,147.18,,84.08,52.23
2006-05-25,24.51,21.6,147.92,,86.27,53.71
2006-05-26,25.21,21.86,148.84,,87.08,53.7
2006-05-30,23.97,21.55,144.32,,84.67,52.48
2006-05-31,24.46,21.74,145.9,,85.6,52.63
2006-06-01,25.26,21.66,146.58,,86.31,53.58
2006-06-02,23.95,21.69,145.62,,87.75,53.54
2006-06-05,23.26,20.75,138.66,,85.07,52.0
2006-06-06,22.57,20.63,136.96,,82.0,51.29
2006-06-07,21.93,21.02,133.48,,80.59,50.7
2006-06-08,21.86,21.15,133.78,,80.17,49.68
2006-06-09,22.01,20.96,135.82,,79.99,49.07
2006-06-12,21.43,21.0,132.64,,77.3,48.85
2006-06-13,20.91,21.01,132.66,,77.52,48.58
2006-06-14,21.01,20.48,134.96,,77.67,48.67
2006-06-15,22.25,20.72,141.7,,80.32,50.47
2006-06-16,21.96,20.41,141.1,,80.81,51.07
2006-06-19,21.62,20.46,139.9,,78.86,51.1
2006-06-20,21.92,20.26,141.98,,78.8,51.1
2006-06-21,22.7,20.5,144.94,,78.9,51.72
2006-06-22,22.36,20.39,144.56,,78.64,51.3
2006-06-23,22.98,20.3,144.28,,79.94,51.34
2006-06-26,23.47,20.47,144.96,,80.7,51.64
2006-06-27,22.92,20.08,143.3,,79.88,50.24
2006-06-28,23.17,19.76,145.42,,78.65,50.41
2006-06-29,24.92,20.36,148.8,,82.41,52.33
2006-06-30,26.32,21.05,148.96,,83.49,52.52
2006-07-03,26.0,22.5,149.54,,83.51,53.1
2006-07-05,25.52,23.4,146.26,,81.75,52.06
2006-07-06,25.93,23.65,147.3,,82.15,53.42
2006-07-07,25.41,23.66,145.16,,80.53,52.56
2006-07-10,26.14,23.75,146.54,,81.86,52.22
2006-07-11,26.93,23.9,146.8,,82.26,52.25
2006-07-12,26.36,23.79,142.62,,79.95,50.34
2006-07-13,24.91,23.5,139.4,,76.36,46.83
2006-07-14,24.42,21.9,138.38,,73.98,46.88
2006-07-17,24.05,20.22,138.38,,71.93,46.1
2006-07-18,23.81,20.13,138.94,,72.85,45.26
2006-07-19,24.5,20.35,142.24,,75.47,46.15
2006-07-20,23.68,20.24,138.16,,71.82,44.76
2006-07-21,23.08,20.04,136.7,,70.08,43.57
2006-07-24,23.77,20.5,141.04,,72.59,44.88
2006-07-25,24.5,19.87,141.32,,71.62,44.73
2006-07-26,24.61,19.39,140.26,,72.7,44.31
2006-07-27,24.51,20.3,141.44,,72.55,44.75
2006-07-28,25.7,20.42,142.42,,73.92,45.66
2006-07-31,22.96,19.64,141.74,,72.57,45.63
2006-08-01,23.82,19.95,139.42,,71.39,45.33
2006-08-02,24.5,20.33,141.5,,72.6,45.47
2006-08-03,25.47,21.5,145.46,,73.39,45.07
2006-08-04,25.5,23.55,146.2,,73.12,45.44
2006-08-07,25.48,24.88,146.36,,73.05,44.96
2006-08-08,25.0,25.02,143.2,,72.25,44.24
2006-08-09,24.05,24.83,137.04,,70.37,44.48
2006-08-10,23.85,24.75,136.64,,70.06,44.48
2006-08-11,23.09,24.81,134.06,,69.07,44.08
2006-08-14,22.94,24.05,131.92,,68.67,43.92
2006-08-15,23.48,23.55,134.82,,69.0,46.21
2006-08-16,24.12,24.7,138.22,,71.84,47.9
2006-08-17,23.85,23.8,138.72,,72.62,47.73
2006-08-18,24.24,23.86,136.62,,72.73,47.56
2006-08-21,23.47,23.62,136.5,,72.25,46.74
2006-08-22,23.8,23.51,137.0,,73.15,47.1
2006-08-23,23.4,23.02,134.42,,73.4,46.58
2006-08-24,23.29,23.02,131.0,,73.27,46.54
2006-08-25,23.37,22.73,131.98,,73.89,46.48
2006-08-28,23.14,21.84,132.14,,75.2,47.4
2006-08-29,23.69,21.81,130.9,,74.75,47.72
2006-08-30,23.87,22.95,130.12,,74.78,48.26
2006-08-31,24.85,22.75,132.7,,78.1,47.74
2006-09-01,24.52,22.35,134.54,,79.09,47.61
2006-09-05,25.6,23.05,139.36,,82.45,48.16
2006-09-06,25.1,23.05,138.26,,80.96,46.85
2006-09-07,24.75,22.87,135.52,,81.11,46.26
2006-09-08,24.98,22.96,134.64,,81.3,46.28
2006-09-11,24.24,22.85,131.02,,79.68,46.41
2006-09-12,24.63,22.99,130.3,,81.1,47.91
2006-09-13,25.39,22.93,132.66,,81.26,48.46
2006-09-14,24.8,22.86,131.02,,79.39,48.62
2006-09-15,24.81,22.83,130.86,,80.87,48.64
2006-09-18,25.0,22.8,133.98,,81.21,48.75
2006-09-19,25.05,22.55,133.12,,79.96,47.86
2006-09-20,25.13,22.71,131.76,,79.6,49.03
2006-09-21,24.45,22.71,129.08,,78.93,49.02
2006-09-22,24.09,22.45,125.54,,77.63,48.64
2006-09-25,24.39,22.55,128.66,,78.91,48.74
2006-09-26,25.05,22.86,131.8,,82.43,49.27
2006-09-27,25.03,23.15,131.36,,83.66,49.77
2006-09-28,25.46,23.0,133.18,,84.78,50.08
2006-09-29,25.35,22.74,131.6,,83.91,49.5
2006-10-02,25.41,22.56,130.72,,83.98,49.11
2006-10-03,25.56,22.4,130.22,,83.59,49.28
2006-10-04,25.57,22.3,131.08,,85.39,50.9
2006-10-05,26.25,22.49,136.48,,87.55,50.84
2006-10-06,24.7,22.19,136.1,,85.29,50.89
2006-10-09,24.65,21.85,137.8,,88.0,51.02
2006-10-10,24.86,21.54,138.12,,87.2,50.59
2006-10-11,24.61,21.44,136.64,,87.37,50.67
2006-10-12,26.81,21.21,138.5,,90.17,51.12
2006-10-13,27.25,21.34,138.16,,88.9,51.68
2006-10-16,27.79,21.55,139.86,,89.71,52.07
2006-10-17,27.17,22.39,139.8,,87.57,51.6
2006-10-18,26.78,22.29,137.56,,87.74,51.77
2006-10-19,27.52,22.55,138.04,,87.53,50.06
2006-10-20,26.73,22.61,118.0,,84.63,49.49
2006-10-23,27.17,22.65,120.84,,85.67,49.8
2006-10-24,27.26,22.31,121.86,,87.46,49.8
2006-10-25,27.23,22.09,123.82,,88.12,49.98
2006-10-26,27.5,22.16,124.7,,88.41,50.05
2006-10-27,26.86,22.36,122.54,,87.0,49.48
2006-10-30,26.72,23.35,121.52,,86.61,49.46
2006-10-31,26.75,23.2,121.42,,85.13,49.64
2006-11-01,28.06,22.88,121.0,,84.82,49.21
2006-11-02,28.13,21.52,121.12,,85.4,49.1
2006-11-03,27.96,22.25,120.86,,85.65,49.04
2006-11-06,29.26,22.52,119.7,,85.75,49.63
2006-11-07,29.14,22.31,119.84,,84.84,50.85
2006-11-08,30.05,22.1,120.2,,87.45,50.98
2006-11-09,30.4,22.05,118.4,,86.6,50.85
2006-11-10,30.63,22.26,119.2,,87.11,50.6
2006-11-13,30.89,22.39,119.04,,88.62,50.76
2006-11-14,30.84,22.35,120.72,,89.85,51.38
2006-11-15,31.4,22.67,122.9,,89.2,51.4
2006-11-16,31.19,22.8,122.74,,89.42,51.77
2006-11-17,30.7,22.4,121.88,,90.36,51.75
2006-11-20,31.27,22.0,121.82,,89.41,51.74
2006-11-21,32.3,22.31,124.38,,95.27,52.3
2006-11-22,32.93,23.2,125.58,,98.09,52.75
2006-11-24,32.78,23.42,125.74,,97.02,52.5
2006-11-27,32.5,23.61,123.94,,95.17,51.55
2006-11-28,31.33,23.1,123.2,,94.79,51.52
2006-11-29,31.4,23.14,124.12,,96.55,51.67
2006-11-30,31.23,23.04,124.06,,96.0,52.22
2006-12-01,31.36,23.03,122.38,,94.48,51.4
