Date-Time,CMG,DPZ,DRI,MCD,QSR,SBUX,TSCO,WEN,YUM
2004-11-02,,16.9,24.62,29.19,,52.98,36.35,11.25,43.37
2004-11-03,,16.88,24.9,29.31,,53.48,36.22,11.44,44.24
2004-11-04,,16.68,26.55,29.63,,54.65,35.8,12.18,45.72
2004-11-05,,17.0,26.92,30.06,,54.51,35.68,12.56,46.0
2004-11-08,,16.81,26.5,30.2,,54.4,35.05,12.68,45.36
2004-11-09,,16.65,26.76,30.18,,54.82,35.23,12.48,45.01
2004-11-10,,16.87,26.93,30.02,,55.29,35.17,12.76,45.55
2004-11-11,,17.73,26.98,30.28,,55.442,36.31,12.6,45.62
2004-11-12,,17.98,27.08,30.5,,55.3,36.37,12.78,44.95
2004-11-15,,17.65,26.97,30.42,,55.16,36.69,12.85,44.82
2004-11-16,,17.4,26.58,30.11,,54.64,35.96,12.9,44.27
2004-11-17,,17.5,26.75,30.4,,55.59,36.26,12.94,43.9
2004-11-18,,17.45,26.68,29.95,,55.78,35.17,12.94,44.15
2004-11-19,,17.55,25.98,29.3,,55.21,33.79,12.9,43.73
2004-11-22,,17.5,26.79,29.38,,56.49,33.5,12.76,44.43
2004-11-23,,17.84,27.3,30.1,,56.41,32.45,12.81,45.52
2004-11-24,,17.84,27.5,30.4,,56.77,32.6,12.87,45.76
2004-11-26,,17.91,27.41,30.57,,56.6,32.45,13.05,45.79
2004-11-29,,17.85,27.28,30.75,,56.41,32.81,12.93,45.61
2004-11-30,,17.95,27.26,30.74,,56.26,31.72,12.95,45.4
2004-12-01,,18.22,27.33,31.21,,57.55,33.3,12.95,46.95
2004-12-02,,18.49,27.25,31.42,,58.65,34.06,13.18,46.45
2004-12-03,,18.6,27.41,31.28,,58.582,33.75,13.0,46.58
2004-12-06,,18.65,27.48,31.08,,58.74,33.65,13.06,46.38
2004-12-07,,18.56,27.37,31.22,,57.27,33.44,12.98,46.14
2004-12-08,,18.24,27.7,31.5,,58.21,33.88,13.03,45.79
2004-12-09,,18.07,27.71,31.78,,58.65,33.57,12.46,45.9
2004-12-10,,17.97,28.11,31.65,,58.06,34.53,12.38,45.86
2004-12-13,,17.78,28.05,31.98,,58.69,34.52,12.52,46.18
2004-12-14,,18.35,28.02,31.91,,58.72,35.15,12.56,46.15
2004-12-15,,18.13,28.05,32.44,,58.68,35.12,12.56,46.24
2004-12-16,,17.85,27.9,32.66,,58.04,35.25,12.61,46.31
2004-12-17,,17.7,26.62,32.54,,58.18,35.42,12.63,46.33
2004-12-20,,17.25,27.23,32.39,,58.75,35.25,12.57,46.35
2004-12-21,,17.35,27.27,32.59,,58.96,35.76,12.52,46.5
2004-12-22,,17.25,27.63,32.52,,61.14,36.34,12.56,46.13
2004-12-23,,17.2,27.47,32.33,,60.62,35.93,12.58,46.27
2004-12-27,,16.88,26.87,32.15,,61.4,35.54,12.69,46.31
2004-12-28,,17.22,27.65,32.46,,63.09,36.3,12.7,47.0
2004-12-29,,17.55,27.6,32.53,,63.87,36.57,12.82,47.15
2004-12-30,,17.58,27.84,32.38,,62.64,36.86,12.79,47.17
2004-12-31,,17.8,27.74,32.06,,62.36,37.21,13.0,47.18
2005-01-03,,17.53,27.22,31.82,,61.14,37.04,12.76,46.82
2005-01-04,,17.6,27.15,32.08,,61.1,36.23,12.81,46.2
2005-01-05,,17.42,26.37,31.83,,61.6,35.63,12.63,46.09
2005-01-06,,17.25,27.37,32.08,,59.74,36.35,12.75,46.61
2005-01-07,,17.08,28.37,31.87,,59.67,35.46,12.81,46.35
2005-01-10,,17.5,28.24,31.67,,57.83,36.05,12.72,46.36
2005-01-11,,17.83,28.21,31.1,,57.39,36.01,12.75,46.51
2005-01-12,,17.61,28.9,31.34,,57.02,36.52,12.66,46.04
2005-01-13,,17.51,28.95,30.89,,55.37,35.57,12.61,45.38
2005-01-14,,17.72,28.74,31.31,,56.21,35.59,12.64,45.18
2005-01-18,,17.96,29.42,31.6,,57.95,36.29,12.74,45.51
2005-01-19,,17.55,29.0,31.62,,57.75,36.22,14.52,45.88
2005-01-20,,17.15,28.1,31.45,,56.61,35.84,15.01,45.65
2005-01-21,,17.18,27.72,31.25,,55.68,34.44,15.22,45.52
2005-01-24,,16.97,27.75,31.74,,53.91,33.9,15.55,45.48
2005-01-25,,16.95,28.23,31.94,,54.0,34.5,15.5,45.58
2005-01-26,,17.0,28.65,31.99,,55.34,35.5,15.61,45.73
2005-01-27,,16.8,29.06,32.12,,53.03,35.93,15.51,45.3
2005-01-28,,16.57,29.08,32.0,,53.7,35.18,15.58,45.12
2005-01-31,,16.68,29.56,32.39,,54.0,35.8,15.5,46.35
2005-02-01,,16.5,29.35,31.98,,54.35,37.14,15.78,45.84
2005-02-02,,16.7,29.24,31.77,,54.0,37.21,15.67,45.62
2005-02-03,,16.6,29.24,32.06,,49.57,38.56,15.45,46.18
2005-02-04,,17.01,28.19,32.57,,50.66,44.33,15.79,46.4
2005-02-07,,16.84,28.32,32.78,,51.0,45.38,16.2,46.31
2005-02-08,,16.7,28.46,32.42,,51.57,45.25,16.2,46.26
2005-02-09,,16.7,28.13,31.97,,50.55,42.48,15.86,45.41
2005-02-10,,16.98,28.51,32.1,,50.18,43.245,15.89,46.35
2005-02-11,,16.91,28.77,32.25,,50.18,43.16,15.96,46.98
2005-02-14,,17.07,28.63,32.61,,49.85,43.21,15.95,47.77
2005-02-15,,17.02,28.7,33.16,,50.51,42.9,15.97,48.07
2005-02-16,,17.25,27.89,32.6,,50.39,42.81,15.96,48.01
2005-02-17,,17.13,27.73,32.29,,49.8,41.98,16.07,48.08
2005-02-18,,17.11,27.14,32.33,,49.93,42.58,15.72,48.19
2005-02-22,,17.67,26.99,31.95,,49.63,41.69,15.29,47.28
2005-02-23,,17.3,27.05,32.44,,49.9,41.95,15.3,47.34
2005-02-24,,17.2,27.24,32.65,,51.15,42.89,15.47,48.17
2005-02-25,,17.26,27.49,32.98,,51.17,42.5,15.46,48.89
2005-02-28,,17.07,26.8,33.08,,51.81,42.59,15.58,48.78
2005-03-01,,17.23,27.53,33.33,,52.58,43.22,15.69,49.26
2005-03-02,,17.57,27.92,33.28,,52.81,43.24,15.94,50.07
2005-03-03,,17.5,28.11,33.41,,53.59,42.72,15.93,49.9
2005-03-04,,17.55,28.64,33.96,,54.44,43.85,16.0,50.07
2005-03-07,,17.57,28.92,34.21,,55.15,43.3,15.99,51.29
2005-03-08,,17.4,28.6,33.48,,54.56,42.5,15.9,51.06
2005-03-09,,17.64,27.73,32.53,,54.56,42.33,15.9,50.23
2005-03-10,,17.69,27.49,32.75,,54.3,42.54,15.5,50.08
2005-03-11,,17.93,27.55,32.59,,53.5,42.73,15.3,50.8
2005-03-14,,18.22,27.41,32.96,,53.7,42.71,15.59,51.5
2005-03-15,,18.17,27.12,32.43,,53.34,42.69,15.46,51.65
2005-03-16,,18.01,26.25,32.32,,52.06,42.28,15.64,51.27
2005-03-17,,18.03,26.68,31.8,,52.14,42.58,15.5,50.55
2005-03-18,,18.05,27.04,31.9,,52.52,42.55,15.65,50.45
2005-03-21,,18.0,27.51,31.68,,52.17,42.33,15.07,50.95
2005-03-22,,17.88,27.55,31.45,,51.66,43.15,15.22,50.98
2005-03-23,,17.69,27.37,31.45,,51.44,43.01,14.56,50.6
2005-03-24,,17.91,30.0,31.58,,51.85,43.49,14.6,52.32
2005-03-28,,18.3,30.0,31.53,,52.18,43.92,14.57,53.19
2005-03-29,,18.38,30.41,31.02,,52.57,43.19,14.2,52.66
2005-03-30,,18.64,30.76,31.65,,52.81,44.12,14.2,53.0
2005-03-31,,18.69,30.68,31.14,,51.66,43.65,14.2,51.81
2005-04-01,,18.65,31.05,31.0,,51.259,42.34,14.27,51.2
2005-04-04,,18.65,30.99,30.99,,51.41,42.935,14.28,51.46
2005-04-05,,18.74,31.02,31.21,,51.74,43.28,14.25,51.5
2005-04-06,,18.65,31.01,31.49,,52.13,43.31,14.45,51.62
2005-04-07,,18.9,31.0,31.47,,50.5,43.14,14.78,51.51
2005-04-08,,18.88,30.81,31.14,,48.62,43.8,14.92,50.63
2005-04-11,,18.95,31.41,30.8,,47.51,43.78,14.7,50.33
2005-04-12,,18.86,31.26,30.9,,47.95,44.64,14.75,51.25
2005-04-13,,18.91,31.27,31.22,,47.11,43.48,14.82,50.75
2005-04-14,,18.95,30.84,30.76,,46.87,42.09,14.91,50.66
2005-04-15,,18.66,30.52,30.3,,47.34,40.87,14.75,50.21
2005-04-18,,18.51,30.66,30.1,,47.0,40.46,14.78,49.8
2005-04-19,,18.82,30.81,30.18,,46.22,41.87,14.9,50.21
2005-04-20,,18.59,30.23,29.94,,45.67,41.5,14.85,49.3
2005-04-21,,18.9,30.6,29.78,,46.33,41.32,14.98,47.53
2005-04-22,,18.67,30.44,30.06,,45.56,41.19,14.51,47.86
2005-04-25,,18.72,30.69,30.28,,47.45,42.07,14.48,48.22
2005-04-26,,18.73,30.24,30.0,,46.61,41.38,14.18,48.06
2005-04-27,,18.47,30.24,30.16,,46.41,41.65,14.16,47.88
2005-04-28,,18.24,29.81,29.61,,48.56,40.5,13.83,47.09
2005-04-29,,18.16,30.0,29.31,,49.52,40.22,13.85,46.96
2005-05-02,,18.29,30.08,29.57,,49.81,41.18,14.02,47.17
2005-05-03,,18.3,30.17,29.8,,50.01,40.62,14.05,48.0
2005-05-04,,18.67,30.63,30.13,,50.61,41.14,14.37,48.73
2005-05-05,,18.5,31.29,29.94,,52.24,42.1,14.49,48.11
2005-05-06,,18.36,30.8,29.38,,52.42,41.79,14.68,48.2
2005-05-09,,18.31,30.47,30.12,,52.23,42.22,14.57,48.55
2005-05-10,,19.27,31.15,30.1,,51.9,41.6,14.53,48.31
2005-05-11,,20.09,31.31,29.85,,52.95,41.34,14.32,48.43
2005-05-12,,20.28,30.74,29.78,,53.15,40.99,14.23,48.39
2005-05-13,,20.77,30.03,29.65,,54.0,40.31,14.0,47.84
2005-05-16,,20.9,30.28,29.88,,53.79,40.88,13.94,47.95
2005-05-17,,20.9,30.33,29.97,,54.05,41.51,14.0,48.14
2005-05-18,,21.45,31.37,30.58,,55.05,42.38,14.25,51.46
2005-05-19,,21.67,31.57,30.97,,55.08,43.39,14.31,50.41
2005-05-20,,21.73,31.96,30.94,,54.99,42.67,14.2,50.59
2005-05-23,,21.97,32.54,31.32,,54.92,43.16,14.32,50.82
2005-05-24,,22.11,32.56,30.87,,54.78,42.9,14.39,50.37
2005-05-25,,21.82,32.41,30.89,,55.0,42.15,14.23,50.39
2005-05-26,,21.41,32.75,31.48,,55.19,43.44,14.3,51.76
2005-05-27,,22.03,32.8,31.26,,55.63,43.71,14.19,51.98
2005-05-31,,22.89,32.48,30.94,,54.79,44.42,15.65,51.29
2005-06-01,,22.57,32.89,31.02,,54.95,44.32,15.46,51.49
2005-06-02,,22.6,32.95,31.12,,56.25,44.9,15.54,52.6
2005-06-03,,22.94,32.91,30.51,,55.46,45.6,15.55,52.04
2005-06-06,,21.19,32.8,30.41,,55.79,46.01,15.74,52.0
2005-06-07,,20.87,32.73,29.57,,55.51,47.06,15.5,52.16
2005-06-08,,21.32,32.81,29.23,,55.11,46.73,15.55,51.82
2005-06-09,,21.5,33.11,28.98,,55.3,47.38,15.7,52.47
2005-06-10,,21.95,33.44,29.53,,54.77,47.23,15.55,53.09
2005-06-13,,22.27,33.15,29.11,,55.31,47.54,15.7,52.57
2005-06-14,,22.59,33.11,29.3,,55.24,48.95,15.55,52.67
2005-06-15,,22.75,33.04,28.95,,55.305,49.28,15.39,52.42
2005-06-16,,22.5,33.15,29.13,,55.01,49.83,15.75,52.94
2005-06-17,,22.58,33.0,29.0,,54.55,49.01,15.52,53.32
2005-06-20,,22.88,33.36,29.06,,54.43,48.87,15.57,53.11
2005-06-21,,22.68,32.95,29.04,,53.87,48.89,15.4,53.25
2005-06-22,,22.63,33.15,29.02,,53.97,49.27,15.4,53.04
2005-06-23,,22.1,32.93,28.57,,53.2,48.875,15.2,52.39
2005-06-24,,21.61,32.7,28.28,,52.44,48.1,15.11,51.43
2005-06-27,,21.5,32.81,28.16,,51.96,47.96,15.11,51.26
2005-06-28,,22.3,32.66,28.24,,53.06,48.76,15.65,52.04
2005-06-29,,22.25,32.98,27.91,,52.17,48.77,16.0,51.92
2005-06-30,,22.26,32.98,27.75,,51.66,49.1,16.1,52.08
2005-07-01,,22.03,33.03,27.94,,51.05,49.05,16.06,51.48
2005-07-05,,22.44,32.82,27.97,,51.98,49.55,16.0,51.28
2005-07-06,,22.0,31.76,27.7,,50.58,49.25,16.0,51.13
2005-07-07,,22.28,31.79,28.0,,50.19,48.77,15.87,51.42
2005-07-08,,22.82,32.08,28.65,,51.78,49.57,15.68,51.87
2005-07-11,,22.73,32.49,28.97,,52.03,49.95,15.9,52.0
2005-07-12,,22.98,33.74,29.16,,51.96,49.79,16.0,52.38
2005-07-13,,23.9,33.73,29.59,,51.71,49.3,16.09,51.71
2005-07-14,,23.88,33.69,29.6,,52.46,49.31,16.2,49.85
2005-07-15,,24.25,34.1,30.99,,52.7,49.16,16.29,51.42
2005-07-18,,24.31,33.87,30.9,,52.35,48.67,16.23,51.77
2005-07-19,,24.79,33.99,30.85,,51.61,50.4,16.36,52.48
2005-07-20,,24.8,34.18,30.9,,52.03,50.62,16.5,53.29
2005-07-21,,24.77,34.06,30.78,,51.62,50.5,16.38,52.85
2005-07-22,,24.93,34.47,30.94,,51.32,54.26,16.54,52.77
2005-07-25,,24.85,34.33,30.62,,50.45,54.24,16.45,52.8
2005-07-26,,25.08,34.7,30.36,,50.39,55.57,17.1,52.6
2005-07-27,,25.3,34.17,30.08,,50.35,56.41,17.15,51.63
2005-07-28,,25.29,34.51,30.28,,52.68,58.18,17.02,51.9
2005-07-29,,25.02,34.7,31.17,,52.55,56.22,17.28,52.35
2005-08-01,,25.1,34.81,31.18,,52.19,56.32,16.98,51.84
2005-08-02,,25.2,34.68,31.48,,52.11,55.04,16.85,52.06
2005-08-03,,24.57,34.35,31.62,,51.9,54.69,16.8,51.33
2005-08-04,,24.41,34.46,31.2,,50.98,53.28,16.8,51.22
2005-08-05,,25.26,33.09,31.3,,50.54,53.4,16.5,50.15
2005-08-08,,24.97,32.75,32.14,,50.99,52.04,16.46,50.25
2005-08-09,,25.04,33.01,32.44,,51.77,52.93,16.33,50.56
2005-08-10,,24.98,33.23,32.7,,51.37,54.22,16.25,50.71
2005-08-11,,24.9,33.78,34.69,,52.38,54.11,16.48,51.99
2005-08-12,,24.54,33.51,33.25,,52.03,54.14,16.36,51.3
2005-08-15,,24.49,33.66,33.6,,52.24,54.08,16.41,52.06
2005-08-16,,24.48,32.24,33.17,,51.09,50.8,16.13,51.62
2005-08-17,,23.64,32.3,33.87,,51.33,50.63,16.07,51.64
2005-08-18,,23.13,32.42,33.39,,51.15,50.18,16.01,51.26
2005-08-19,,23.01,32.42,33.38,,51.1,49.74,15.9,50.89
2005-08-22,,22.98,32.26,33.29,,50.64,50.03,16.23,50.38
2005-08-23,,23.1,32.42,33.04,,50.24,49.67,16.15,50.37
2005-08-24,,22.7,30.92,32.98,,49.42,50.23,16.0,49.0
2005-08-25,,22.97,31.5,33.3,,49.43,50.23,16.21,49.13
2005-08-26,,22.65,31.59,33.48,,49.42,50.05,16.03,48.81
2005-08-29,,22.86,31.5,33.17,,49.21,50.15,16.28,48.79
2005-08-30,,22.87,30.61,32.4,,48.57,50.54,16.33,47.24
2005-08-31,,23.0,31.41,32.45,,49.03,51.46,16.37,47.38
2005-09-01,,22.3,30.08,31.55,,48.69,50.0,16.27,46.96
2005-09-02,,22.37,29.88,31.9,,48.3,47.87,16.09,46.86
2005-09-06,,23.35,30.65,32.66,,48.54,49.72,16.47,47.75
2005-09-07,,23.9,31.41,33.7,,48.27,51.84,16.57,50.66
2005-09-08,,23.58,31.28,33.37,,48.21,51.1,16.52,50.58
2005-09-09,,23.66,31.62,34.14,,48.39,51.79,16.76,51.0
2005-09-12,,23.65,31.38,33.8,,48.46,52.44,16.98,50.67
2005-09-13,,23.05,30.75,33.12,,47.96,52.43,16.93,49.98
2005-09-14,,22.4,30.02,32.36,,47.16,51.65,16.63,49.47
2005-09-15,,21.88,30.14,33.45,,47.29,51.17,16.75,49.99
2005-09-16,,22.5,30.65,34.24,,46.98,50.91,16.7,50.58
2005-09-19,,21.89,30.33,33.5,,46.52,50.46,16.38,49.87
2005-09-20,,21.52,29.31,32.62,,46.16,48.81,16.21,49.5
2005-09-21,,21.46,28.8,31.42,,46.67,47.87,16.02,48.31
2005-09-22,,22.1,29.07,33.09,,48.31,47.43,16.11,48.7
2005-09-23,,22.2,29.72,32.64,,48.54,49.0,16.12,48.94
2005-09-26,,22.26,30.57,33.26,,48.64,48.8,16.35,48.67
2005-09-27,,22.6,30.35,33.01,,48.55,48.68,16.24,48.11
2005-09-28,,21.87,29.55,33.1,,47.98,48.33,16.31,47.57
2005-09-29,,22.68,29.53,33.48,,49.13,46.06,16.58,47.72
2005-09-30,,23.32,30.37,33.49,,50.1,45.65,16.8,48.41
2005-10-03,,22.69,30.29,33.87,,50.4,46.0,16.97,47.41
2005-10-04,,22.69,29.93,32.88,,50.54,45.45,16.85,48.27
2005-10-05,,22.2,29.9,32.85,,49.81,44.91,16.81,48.83
2005-10-06,,22.13,29.69,32.73,,51.67,43.94,16.84,50.19
2005-10-07,,22.21,29.84,32.22,,51.04,43.57,17.01,50.08
2005-10-10,,21.85,30.25,32.34,,51.32,43.03,16.71,49.38
2005-10-11,,21.47,30.24,32.34,,51.14,42.41,16.59,49.6
2005-10-12,,21.07,29.95,31.67,,50.72,41.56,16.15,50.04
2005-10-13,,21.58,30.37,32.05,,52.9,41.11,16.1,49.5
2005-10-14,,21.88,31.01,32.32,,52.88,42.54,15.92,50.0
2005-10-17,,21.72,30.45,32.7,,53.09,43.06,16.16,49.7
2005-10-18,,21.16,30.21,32.47,,52.6,42.15,16.44,49.6
2005-10-19,,21.29,30.97,33.69,,54.74,43.77,16.9,51.0
2005-10-20,,21.5,30.96,32.4,,54.19,47.17,16.8,50.91
2005-10-21,,21.31,31.19,32.48,,55.01,47.48,16.86,51.21
2005-10-24,,21.6,32.05,33.12,,27.89,48.5,16.89,51.47
2005-10-25,,23.9,31.86,33.0,,27.89,47.81,16.95,51.43
2005-10-26,,24.28,31.34,32.31,,27.67,47.21,16.67,50.25
2005-10-27,,24.24,30.51,31.55,,26.87,46.75,16.15,48.77
2005-10-28,,23.9,31.88,32.29,,27.81,48.05,16.0,50.11
2005-10-31,,23.92,32.42,31.6,,28.28,48.5,16.42,50.87
2005-11-01,,24.11,32.02,31.77,,28.15,49.77,16.34,50.37
2005-11-02,,24.35,32.55,32.26,,28.83,51.88,16.6,50.69
2005-11-03,,24.7,32.76,33.23,,29.43,51.35,16.55,51.26
2005-11-04,,24.8,34.47,33.43,,30.36,52.08,16.84,52.17
2005-11-07,,24.98,34.55,33.7,,30.41,51.82,16.85,50.88
2005-11-08,,25.3,33.91,34.0,,29.5,51.14,16.73,50.84
2005-11-09,,25.21,34.18,33.33,,29.5,50.7,16.76,49.54
2005-11-10,,25.64,34.32,33.23,,29.97,52.0,16.97,49.47
2005-11-11,,23.97,34.08,33.8,,30.15,50.82,16.84,48.5
2005-11-14,,23.89,34.36,33.93,,30.31,51.05,16.2,48.66
2005-11-15,,23.76,34.26,33.31,,30.28,50.02,16.0,47.56
2005-11-16,,24.09,34.04,32.8,,30.42,50.4,16.0,46.7
2005-11-17,,24.35,34.53,33.19,,31.22,51.07,16.0,47.51
2005-11-18,,24.63,35.35,33.09,,30.98,50.09,16.0,48.64
2005-11-21,,24.88,35.27,33.07,,31.9,51.87,16.14,48.95
2005-11-22,,24.91,35.99,32.99,,31.55,52.03,16.15,49.18
2005-11-23,,24.95,36.08,33.71,,31.75,51.01,16.21,49.6
2005-11-25,,24.55,36.09,33.46,,31.7,51.56,16.28,49.05
2005-11-28,,24.9,35.71,33.95,,31.13,50.75,16.35,49.1
2005-11-29,,24.99,36.01,33.93,,30.84,52.13,16.23,49.1
2005-11-30,,25.0,35.78,33.85,,30.45,53.86,16.35,48.79
2005-12-01,,25.3,36.27,35.33,,31.14,54.28,17.25,49.18
2005-12-02,,25.1,36.56,34.91,,31.93,55.15,17.17,48.9
2005-12-05,,24.97,36.28,34.57,,31.96,55.52,16.7,48.93
2005-12-06,,24.92,36.3,35.16,,31.8,56.71,16.92,48.65
2005-12-07,,24.75,35.96,35.26,,31.34,54.57,16.76,48.15
2005-12-08,,24.8,34.92,34.82,,30.85,54.94,16.99,48.5
2005-12-09,,24.66,34.98,34.84,,31.11,54.27,16.98,48.13
2005-12-12,,24.69,35.02,34.47,,30.89,53.71,17.04,47.82
2005-12-13,,24.99,33.92,35.27,,31.5,55.03,17.06,47.97
2005-12-14,,24.71,34.62,35.5,,31.66,54.84,17.15,48.17
2005-12-15,,24.6,34.8,34.98,,31.62,54.73,17.04,48.02
2005-12-16,,24.59,38.81,34.75,,31.19,54.27,17.18,48.33
2005-12-19,,24.0,38.21,34.1,,30.65,53.15,16.9,47.23
2005-12-20,,24.33,38.32,34.15,,30.16,54.53,16.7,48.03
2005-12-21,,24.29,38.19,34.44,,30.53,54.7,16.58,47.99
2005-12-22,,24.45,38.41,34.58,,30.78,54.11,16.52,48.42
2005-12-23,,25.04,38.55,34.55,,30.56,54.0,16.77,48.3
2005-12-27,,25.05,38.25,34.1,,30.55,53.17,16.35,47.42
2005-12-28,,24.65,38.83,34.19,,30.56,53.88,16.51,47.53
2005-12-29,,24.38,39.14,34.14,,30.51,53.48,16.78,47.52
2005-12-30,,24.2,38.88,33.72,,30.01,52.94,16.74,46.88
2006-01-03,,24.79,38.49,33.52,,30.87,53.53,17.32,46.75
2006-01-04,,24.86,39.14,33.82,,31.67,52.66,17.01,47.15
2006-01-05,,24.93,38.2,33.86,,31.61,52.64,17.12,49.16
2006-01-06,,25.2,40.4,34.06,,31.62,52.69,17.37,49.02
2006-01-09,,25.55,40.93,34.71,,31.3,54.16,17.4,49.4
2006-01-10,,25.55,39.98,34.74,,31.02,54.98,17.4,49.36
2006-01-11,,24.26,40.03,35.34,,31.12,53.93,17.41,48.85
2006-01-12,,24.05,40.25,34.79,,30.96,53.15,17.32,48.06
2006-01-13,,24.12,40.46,34.47,,31.29,52.61,17.29,48.05
2006-01-17,,24.05,39.42,34.59,,31.14,51.12,16.93,47.46
2006-01-18,,24.08,39.23,34.66,,31.13,50.25,17.0,47.6748
2006-01-19,,24.39,39.6,35.2,,31.35,50.22,17.24,47.99
2006-01-20,,24.08,38.87,35.86,,30.309,49.22,17.3,47.01
2006-01-23,,24.15,38.99,35.71,,30.24,48.8,17.45,47.3
2006-01-24,,24.5,39.73,35.85,,30.71,49.93,17.47,47.54
2006-01-25,,24.98,40.61,35.16,,30.36,50.58,17.49,48.87
2006-01-26,44.0,25.21,40.52,34.94,,31.49,51.24,17.5,48.83
2006-01-27,42.2,25.34,41.03,35.05,,31.95,51.7,17.7,50.23
2006-01-30,44.8,25.0,40.69,35.02,,31.87,51.89,17.83,49.74
2006-01-31,47.52,24.91,40.66,35.01,,31.7,51.08,17.83,49.47
2006-02-01,46.56,25.33,40.59,35.67,,31.36,50.67,17.99,50.2
2006-02-02,44.75,25.35,41.11,35.45,,34.4,61.91,17.39,50.0
2006-02-03,46.55,25.52,41.34,35.97,,33.88,63.3,16.89,50.45
2006-02-06,47.71,25.7,41.14,36.13,,34.49,63.33,17.05,51.17
2006-02-07,46.28,25.82,41.21,36.19,,34.32,62.01,17.0,50.56
2006-02-08,45.74,25.64,41.94,36.36,,34.72,61.36,16.83,49.98
2006-02-09,44.05,25.85,41.87,36.3,,35.19,59.55,16.84,49.28
2006-02-10,42.31,25.76,41.98,36.33,,35.5,59.61,16.89,50.07
2006-02-13,41.48,26.15,41.47,36.36,,34.57,59.52,16.95,50.09
2006-02-14,43.0,26.29,41.3,36.37,,34.67,60.86,16.91,50.56
2006-02-15,42.7,26.35,41.4,36.01,,35.18,61.14,17.06,50.59
2006-02-16,44.45,26.32,42.0,36.37,,35.85,61.1,17.07,50.5
2006-02-17,43.85,26.29,41.44,36.06,,35.39,61.28,17.07,50.0
2006-02-21,43.1,26.0,41.73,35.66,,35.26,61.08,17.08,49.13
2006-02-22,43.87,25.99,42.21,35.95,,36.02,62.07,16.97,49.35
2006-02-23,45.8,25.8,42.48,35.59,,36.168,61.87,16.98,49.88
2006-02-24,46.67,25.7,42.75,35.34,,35.92,62.35,17.06,49.75
2006-02-27,46.53,25.9,42.64,35.25,,36.7,63.0,17.1,49.44
2006-02-28,45.6,25.5,41.94,34.91,,36.32,63.18,16.98,47.7
2006-03-01,45.5,26.24,41.82,34.93,,36.28,64.44,17.2,48.86
2006-03-02,45.75,26.48,41.39,34.94,,35.45,62.62,17.39,48.1
2006-03-03,45.48,26.3,41.64,34.85,,35.58,62.46,17.61,48.59
2006-03-06,45.79,26.33,41.27,34.67,,35.91,62.39,17.44,48.36
2006-03-07,45.0,25.52,40.14,34.64,,35.55,61.75,17.31,47.51
2006-03-08,42.5,25.9,40.43,34.68,,35.35,61.52,17.39,48.65
2006-03-09,41.46,26.15,40.99,34.53,,34.92,62.06,17.4,49.0
2006-03-10,42.11,26.22,40.83,34.65,,35.39,62.58,17.71,48.78
2006-03-13,43.41,26.82,40.81,34.32,,35.03,61.69,17.73,48.43
2006-03-14,48.7,27.47,40.9,34.26,,36.25,61.97,17.8,48.97
2006-03-15,52.01,27.97,41.07,34.77,,36.51,62.68,17.5,48.75
2006-03-16,55.05,28.38,41.21,35.06,,36.18,63.53,18.25,50.02
2006-03-17,53.86,28.12,41.21,35.1,,36.61,64.18,18.41,50.45
2006-03-20,50.09,28.15,41.1,34.73,,36.89,65.45,18.23,50.09
2006-03-21,52.0,27.76,41.29,34.9,,36.28,65.26,17.89,49.63
2006-03-22,54.8,28.52,41.12,34.8,,36.56,66.38,18.05,49.74
2006-03-23,53.88,28.58,41.44,34.54,,36.13,67.02,18.29,48.78
2006-03-24,54.51,28.42,41.58,34.7,,36.62,66.98,18.28,48.79
2006-03-27,54.09,28.33,41.1,34.55,,36.59,66.69,18.16,49.1
2006-03-28,53.2,28.4,40.82,34.31,,36.6,66.09,18.34,48.85
2006-03-29,53.93,28.75,41.35,34.6,,37.53,66.43,18.28,48.37
2006-03-30,55.41,28.5,41.01,34.55,,37.53,65.49,18.28,48.78
2006-03-31,55.39,28.55,41.03,34.36,,37.63,66.34,18.23,48.86
2006-04-03,56.98,28.62,40.75,34.73,,37.99,64.02,18.14,47.91
2006-04-04,57.0,28.01,40.68,34.66,,38.33,64.03,18.02,48.01
2006-04-05,57.15,27.87,40.32,34.81,,37.49,64.05,18.13,47.66
2006-04-06,55.5,27.79,40.44,34.6,,37.45,64.05,18.11,48.2
2006-04-07,54.65,27.6,40.31,34.88,,37.86,62.92,18.04,47.94
2006-04-10,53.73,27.27,39.71,35.35,,37.97,62.01,17.9,47.63
2006-04-11,54.6,26.83,39.25,35.55,,37.57,61.15,17.8,47.7
2006-04-12,54.05,27.22,39.17,35.19,,38.01,62.1,17.7,47.91
2006-04-13,53.02,27.1,39.61,34.85,,38.29,62.1,17.7,48.02
2006-04-17,54.07,27.18,39.16,34.32,,37.86,61.7,17.35,47.82
2006-04-18,53.92,27.7,39.71,34.48,,38.57,64.47,17.48,47.78
2006-04-19,54.0,27.93,39.1,34.55,,38.88,65.28,17.73,48.06
2006-04-20,53.16,28.04,40.73,35.08,,38.86,65.09,17.56,48.49
2006-04-21,53.4,27.53,40.68,34.6,,38.7,64.39,17.65,49.04
2006-04-24,53.31,27.2,40.61,34.26,,38.61,63.25,17.46,49.6
2006-04-25,52.15,27.2,40.21,33.85,,38.16,63.78,17.46,51.34
