Date-Time,DIA,ONEQ,SPY,VOO
2006-05-12,113.87,88.15,129.24,
2006-05-15,114.32,87.85,129.5,
2006-05-16,114.3,87.368,129.31,
2006-05-17,111.99,86.19,126.85,
2006-05-18,111.42,85.7,126.21,
2006-05-19,111.47,86.16,127.1,
2006-05-22,110.97,85.44,126.13,
2006-05-23,110.37,84.94,125.17,
2006-05-24,111.13,85.34,126.17,
2006-05-25,112.05,86.38,127.73,
2006-05-26,112.78,86.76,128.38,
2006-05-30,110.83,85.1,126.1,
2006-05-31,111.73,85.5,127.51,
2006-06-01,112.4,87.14,128.73,
2006-06-02,112.36,87.2893,129.0,
2006-06-05,110.69,85.35,127.12,
2006-06-06,109.99,85.1,126.81,
2006-06-07,109.19,84.62,125.86,
2006-06-08,109.0,84.22,125.75,
2006-06-09,109.2,84.24,125.35,
2006-06-12,107.95,82.22,123.99,
2006-06-13,106.97,81.43,122.55,
2006-06-14,108.33,82.04,123.5,
2006-06-15,110.18,84.25,126.12,
2006-06-16,109.98,83.54,124.65,
2006-06-19,109.17,82.91,123.67,
2006-06-20,109.86,82.741,124.09,
2006-06-21,110.71,84.08,125.01,
2006-06-22,110.2,83.36,124.46,
2006-06-23,109.97,83.38,124.44,
2006-06-26,110.4,83.8,124.99,
2006-06-27,109.26,82.5,123.91,
2006-06-28,109.82,82.93,124.75,
2006-06-29,111.8,85.47,127.27,
2006-06-30,111.79,85.31,127.28,
2006-07-03,112.2,86.02,127.8,
2006-07-05,111.47,84.66,127.07,
2006-07-06,112.19,84.65,127.44,
2006-07-07,110.96,83.628,126.61,
2006-07-10,111.15,83.17,126.85,
2006-07-11,111.47,83.53,127.41,
2006-07-12,110.33,82.152,126.05,
2006-07-13,108.3,80.72,124.0,
2006-07-14,107.32,80.04,123.52,
2006-07-17,107.52,79.95,123.34,
2006-07-18,108.19,80.23,123.97,
2006-07-19,110.04,81.725,125.69,
2006-07-20,109.27,80.14,124.83,
2006-07-21,108.56,79.25,123.95,
2006-07-24,110.5,80.99,126.21,
2006-07-25,110.79,81.39,126.66,
2006-07-26,110.91,81.35,126.83,
2006-07-27,111.27,80.64,126.71,
2006-07-28,112.07,82.244,127.98,
2006-07-31,111.9,82.16,127.85,
2006-08-01,111.22,80.99,127.22,
2006-08-02,111.98,81.65,128.08,
2006-08-03,112.59,82.2,128.42,
2006-08-04,112.48,81.96,128.2,
2006-08-07,112.34,81.42,127.9,
2006-08-08,111.84,80.96,127.41,
2006-08-09,110.95,80.88,126.98,
2006-08-10,111.3,81.34,127.37,
2006-08-11,111.05,80.83,127.01,
2006-08-14,111.15,81.39,127.11,
2006-08-15,112.26,83.21,128.63,
2006-08-16,113.41,84.45,129.7,
2006-08-17,113.21,84.92,130.03,
2006-08-18,113.8,85.08,130.69,
2006-08-21,113.5,84.51,130.13,
2006-08-22,113.28,84.58,130.12,
2006-08-23,113.11,83.88,129.76,
2006-08-24,112.8,84.0,129.65,
2006-08-25,112.84,84.14,129.81,
2006-08-28,113.44,84.96,130.43,
2006-08-29,113.51,85.52,130.58,
2006-08-30,113.76,86.0,130.66,
2006-08-31,113.81,85.96,130.64,
2006-09-01,114.7,86.3,131.42,
2006-09-05,114.73,86.73,131.67,
2006-09-06,114.14,85.24,130.51,
2006-09-07,113.56,84.76,129.91,
2006-09-08,113.87,85.12,130.28,
2006-09-11,113.96,85.51,130.41,
2006-09-12,114.98,87.26,131.69,
2006-09-13,115.47,87.54,132.22,
2006-09-14,115.3,87.66,132.23,
2006-09-15,115.59,87.78,131.96,
2006-09-18,115.52,87.92,132.14,
2006-09-19,115.34,87.31,131.81,
2006-09-20,116.08,88.566,132.51,
2006-09-21,115.37,87.97,131.87,
2006-09-22,115.01,87.21,131.47,
2006-09-25,115.6,88.36,132.48,
2006-09-26,116.59,88.81,133.58,
2006-09-27,116.98,88.95,133.74,
2006-09-28,116.9,89.17,133.69,
2006-09-29,116.74,88.7796,133.58,
2006-10-02,116.62,87.98,133.08,
2006-10-03,117.14,88.14,133.36,
2006-10-04,118.39,90.08,134.92,
2006-10-05,118.62,90.6,135.18,
2006-10-06,118.52,90.37,135.01,
2006-10-09,118.62,90.87,135.09,
2006-10-10,118.56,91.0,135.27,
2006-10-11,118.58,90.73,135.11,
2006-10-12,119.46,92.32,136.28,
2006-10-13,119.64,92.62,136.63,
2006-10-16,119.77,92.95,136.84,
2006-10-17,119.57,92.11,136.41,
2006-10-18,119.9,91.95,136.59,
2006-10-19,120.0,92.08,136.81,
2006-10-20,119.93,91.97,136.84,
2006-10-23,120.87,92.62,137.47,
2006-10-24,121.21,92.25,137.88,
2006-10-25,121.39,92.64,138.35,
2006-10-26,121.43,93.56,138.78,
2006-10-27,120.86,92.42,137.91,
2006-10-30,120.77,92.89,137.81,
2006-10-31,120.73,93.037,137.79,
2006-11-01,120.26,91.65,136.86,
2006-11-02,120.0,91.8,136.78,
2006-11-03,119.78,91.74,136.54,
2006-11-06,121.01,93.11,138.08,
2006-11-07,121.55,93.38,138.61,
2006-11-08,121.83,93.8,138.91,
2006-11-09,121.16,93.51,138.18,
2006-11-10,121.11,94.006,138.24,
2006-11-13,121.35,94.7,138.58,
2006-11-14,122.32,95.7,139.62,
2006-11-15,122.69,96.26,140.02,
2006-11-16,123.04,96.43,140.38,
2006-11-17,123.26,96.19,140.42,
2006-11-20,123.13,96.5,140.5,
2006-11-21,123.15,96.58,140.64,
2006-11-22,123.25,97.08,140.92,
2006-11-24,122.68,96.94,140.35,
2006-11-27,121.11,94.76,138.42,
2006-11-28,121.26,94.91,139.02,
2006-11-29,122.33,95.73,140.47,
2006-11-30,122.28,95.66,140.53,
2006-12-01,122.05,94.98,140.22,
2006-12-04,122.8,96.418,141.29,
2006-12-05,123.36,96.5,141.9,
2006-12-06,123.15,96.31,141.78,
2006-12-07,122.76,95.69,141.16,
2006-12-08,123.0,95.8,141.42,
2006-12-11,123.34,96.14,141.83,
2006-12-12,123.19,95.62,141.72,
2006-12-13,123.35,95.72,141.87,
2006-12-14,123.9,96.6,143.12,
2006-12-15,124.15,96.65,142.34,
2006-12-18,124.22,95.79,141.95,
2006-12-19,124.38,95.56,142.22,
2006-12-20,124.42,95.56,142.14,
2006-12-21,123.99,94.95,141.62,
2006-12-22,123.18,94.48,140.75,
2006-12-26,123.97,94.96,141.58,
2006-12-27,124.93,95.73,142.51,
2006-12-28,124.8,95.39,142.21,
2006-12-29,124.41,95.06,141.62,
2007-01-03,124.47,95.18,141.37,
2007-01-04,124.68,96.465,141.67,
2007-01-05,123.74,95.67,140.54,
2007-01-08,124.14,95.847,141.19,
2007-01-09,124.07,96.2356,141.07,
2007-01-10,124.43,96.62,141.54,
2007-01-11,124.99,97.65,142.16,
2007-01-12,125.66,98.35,143.24,
2007-01-16,125.7,98.25,142.96,
2007-01-17,125.75,97.49,143.02,
2007-01-18,125.43,96.12,142.54,
2007-01-19,125.55,96.34,142.82,
2007-01-22,124.75,95.61,142.38,
2007-01-23,125.33,95.64,142.8,
2007-01-24,126.07,96.91,143.95,
2007-01-25,124.97,95.63,142.26,
2007-01-26,124.77,95.84,142.13,
2007-01-29,124.82,95.808,142.05,
2007-01-30,125.16,96.15,142.79,
2007-01-31,126.24,96.79,143.75,
2007-02-01,126.74,97.36,144.61,
2007-02-02,126.53,97.36,144.81,
2007-02-05,126.68,97.1699,144.85,
2007-02-06,126.65,97.17,144.89,
2007-02-07,126.79,97.83,145.21,
2007-02-08,126.47,97.82,145.02,
2007-02-09,125.88,96.69,143.94,
2007-02-12,125.59,96.21,143.45,
2007-02-13,126.63,96.7,144.66,
2007-02-14,127.48,97.8015,145.61,
2007-02-15,127.54,98.24,145.8,
2007-02-16,127.57,98.214,145.73,
2007-02-20,127.66,98.81,146.04,
2007-02-21,127.37,99.03,145.98,
2007-02-22,126.79,99.19,145.87,
2007-02-23,126.41,99.03,145.3,
2007-02-26,126.34,98.51,145.17,
2007-02-27,121.6,94.86,139.5,
2007-02-28,122.66,94.92,140.93,
2007-03-01,122.44,94.51,140.51,
2007-03-02,120.96,93.03,138.67,
2007-03-05,120.3,92.15,137.35,
2007-03-06,122.06,93.72,139.7,
2007-03-07,122.0,93.4,139.56,
2007-03-08,122.8,93.84,140.74,
2007-03-09,122.99,93.95,140.78,
2007-03-12,123.15,94.41,140.99,
2007-03-13,121.02,92.48,138.25,
2007-03-14,121.66,93.23,139.28,
2007-03-15,121.51,93.58,139.47,
2007-03-16,121.05,93.13,138.53,
2007-03-19,122.28,93.94,140.2,
2007-03-20,122.82,94.53,140.97,
2007-03-21,124.29,96.36,143.29,
2007-03-22,124.45,96.3,143.18,
2007-03-23,124.69,96.27,143.39,
2007-03-26,124.36,96.42,143.2,
2007-03-27,123.89,95.82,142.86,
2007-03-28,123.0,95.18,141.82,
2007-03-29,123.3,94.96,141.97,
2007-03-30,123.59,95.14,142.0,
2007-04-02,123.65,95.18,142.16,
2007-04-03,124.99,96.3,143.69,
2007-04-04,125.18,96.49,143.85,
2007-04-05,125.46,96.99,144.24,
2007-04-09,125.65,97.06,144.44,
2007-04-10,125.59,97.34,144.61,
2007-04-11,124.9,96.5,144.02,
2007-04-12,125.41,97.42,144.66,
2007-04-13,126.15,97.89,145.32,
2007-04-16,127.04,98.89,146.7,
2007-04-17,127.75,98.87,147.09,
2007-04-18,128.04,98.79,147.27,
2007-04-19,128.12,98.41,147.23,
2007-04-20,129.57,99.33,148.62,
2007-04-23,129.17,99.19,148.06,
2007-04-24,129.48,99.23,148.12,
2007-04-25,130.62,100.09,149.48,
2007-04-26,131.2,100.5,149.65,
2007-04-27,131.23,100.569,149.53,
2007-04-30,130.67,99.31,148.29,
2007-05-01,131.29,99.42,148.67,
2007-05-02,132.14,100.59,149.54,
2007-05-03,132.39,100.78,150.35,
2007-05-04,132.74,101.02,150.92,
2007-05-07,133.04,100.971,150.95,
2007-05-08,133.12,100.97,150.75,
2007-05-09,133.57,101.21,151.16,
2007-05-10,132.5,99.66,149.58,
2007-05-11,133.56,100.65,150.86,
2007-05-14,133.72,100.08,150.53,
2007-05-15,134.12,99.18,150.57,
2007-05-16,135.12,100.08,151.6,
2007-05-17,134.93,99.9,151.3,
2007-05-18,135.5,100.45,152.62,
2007-05-21,135.2,101.29,152.54,
2007-05-22,135.16,101.67,152.42,
2007-05-23,135.2,101.51,152.44,
2007-05-24,134.39,99.7,151.06,
2007-05-25,134.89,100.53,151.69,
2007-05-29,135.22,101.06,152.24,
2007-05-30,136.28,101.92,153.48,
2007-05-31,136.29,102.29,153.32,
2007-06-01,136.61,102.8,154.08,
2007-06-04,136.56,102.86,154.1,
2007-06-05,135.98,102.67,153.49,
2007-06-06,134.49,101.8895,151.84,
2007-06-07,132.53,100.11,149.1,
2007-06-08,134.1,101.07,151.04,
2007-06-11,134.24,101.05,151.3,
2007-06-12,132.92,100.2,149.65,
2007-06-13,134.8,101.41,151.89,
2007-06-14,135.7,102.14,152.86,
2007-06-15,136.19,103.253,153.07,
2007-06-18,135.94,103.37,152.89,
2007-06-19,136.27,103.178,153.27,
2007-06-20,134.85,102.259,151.14,
2007-06-21,135.37,102.8,151.98,
2007-06-22,133.97,101.63,150.55,
2007-06-25,133.62,101.1,149.83,
2007-06-26,132.8,101.12,148.29,
2007-06-27,134.12,102.46,150.4,
2007-06-28,134.09,102.56,150.38,
2007-06-29,134.2,102.16,150.43,
2007-07-02,135.27,103.44,151.79,
2007-07-03,135.69,103.75,152.34,
2007-07-05,135.56,104.48,152.18,
2007-07-06,136.13,104.744,152.98,
2007-07-09,136.48,104.88,153.1,
2007-07-10,135.02,103.72,150.92,
2007-07-11,135.9,104.05,151.99,
2007-07-12,138.34,106.08,154.39,
2007-07-13,138.91,106.35,154.85,
2007-07-16,139.46,106.01,154.83,
2007-07-17,139.8,106.52,154.75,
2007-07-18,139.33,105.89,154.47,
2007-07-19,139.89,107.05,155.07,
2007-07-20,138.54,105.54,153.5,
2007-07-23,139.21,105.69,153.97,
2007-07-24,137.27,103.673,151.3,
2007-07-25,137.5,104.03,151.61,
2007-07-26,134.71,102.16,148.02,
2007-07-27,132.11,100.85,145.11,
2007-07-30,133.54,101.28,147.38,
2007-07-31,132.17,99.89,145.72,
2007-08-01,133.41,100.36,146.43,
2007-08-02,134.78,101.2,147.6,
2007-08-03,132.19,98.7,143.8,
2007-08-06,134.2,99.992,146.21,
2007-08-07,135.05,100.76,147.77,
2007-08-08,136.55,102.57,149.83,
2007-08-09,132.79,100.68,145.39,
2007-08-10,131.94,100.006,144.71,
2007-08-13,132.18,100.16,145.23,
2007-08-14,130.49,98.353,143.01,
2007-08-15,128.85,96.65,141.04,
2007-08-16,129.15,96.414,142.1,
2007-08-17,130.55,98.24,144.71,
2007-08-20,130.96,98.596,144.64,
2007-08-21,130.68,99.1,144.93,
2007-08-22,132.29,100.33,146.65,
2007-08-23,132.17,99.92,146.52,
2007-08-24,133.64,101.35,148.33,
2007-08-27,133.12,100.68,146.95,
2007-08-28,130.49,98.4,143.72,
2007-08-29,132.74,100.72,146.54,
2007-08-30,132.57,100.98,146.15,
2007-08-31,133.4,102.326,147.59,
2007-09-04,134.34,103.482,149.08,
2007-09-05,133.22,102.68,147.79,
2007-09-06,133.53,102.842,148.13,
2007-09-07,131.52,100.92,146.07,
2007-09-10,131.43,100.896,145.79,
2007-09-11,133.08,102.102,147.49,
2007-09-12,133.25,101.93,147.87,
2007-09-13,134.3,102.292,148.91,
2007-09-14,134.46,102.378,148.9,
2007-09-17,134.06,101.66,148.1,
2007-09-18,137.35,104.3,152.46,
2007-09-19,138.16,104.796,153.36,
2007-09-20,137.7,104.45,152.28,
2007-09-21,137.9,104.88,151.97,
2007-09-24,137.55,104.76,151.69,
2007-09-25,137.72,105.2,151.39,
2007-09-26,138.53,106.01,152.19,
2007-09-27,139.13,106.42,153.09,
2007-09-28,138.91,106.02,152.58,
2007-10-01,140.6,107.57,154.3,
2007-10-02,140.12,107.82,154.09,
2007-10-03,139.61,107.18,153.78,
2007-10-04,139.51,107.318,154.02,
2007-10-05,140.68,109.04,155.85,
2007-10-08,140.26,109.3996,155.02,
2007-10-09,141.57,110.04,156.48,
2007-10-10,140.73,110.37,156.22,
2007-10-11,140.21,108.84,155.47,
2007-10-12,141.12,109.93,156.33,
2007-10-15,140.02,108.776,155.01,
2007-10-16,139.16,108.54,153.78,
2007-10-17,139.16,109.5,154.25,
2007-10-18,138.8,109.9275,153.69,
2007-10-19,134.93,107.0,149.67,
2007-10-22,135.45,108.1,150.54,
2007-10-23,136.42,109.85,151.76,
2007-10-24,136.5,108.47,151.48,
2007-10-25,136.9,108.1,151.84,
2007-10-26,137.95,109.962,153.62,
2007-10-29,138.65,110.43,154.13,
2007-10-30,137.82,110.6001,153.06,
2007-10-31,138.95,112.03,154.65,
2007-11-01,135.85,109.68,151.03,
2007-11-02,136.05,110.25,151.2,
2007-11-05,135.21,109.73,150.05,
2007-11-06,136.51,110.902,152.07,
2007-11-07,133.35,108.016,147.91,
2007-11-08,132.45,105.84,147.16,
2007-11-09,130.31,103.226,145.14,
2007-11-12,129.77,101.57,143.7,
2007-11-13,133.14,104.91,148.08,
2007-11-14,132.71,103.7,147.67,
2007-11-15,131.47,102.848,145.54,
2007-11-16,131.44,104.19,145.79,
2007-11-19,129.6,101.86,143.76,
2007-11-20,130.33,101.7,144.64,
2007-11-21,127.79,100.64,141.68,
2007-11-23,129.42,101.93,144.13,
2007-11-26,127.46,99.8,140.95,
2007-11-27,129.32,101.25,142.57,
2007-11-28,132.83,103.92,147.13,
2007-11-29,133.17,104.72,147.18,
2007-11-30,134.16,104.16,148.66,
2007-12-03,133.31,103.65,147.68,
2007-12-04,132.43,102.9,146.36,
2007-12-05,134.45,104.76,148.81,
2007-12-06,136.08,106.36,150.94,
2007-12-07,136.39,106.32,150.91,
2007-12-10,137.4,106.8,152.08,
2007-12-11,134.4,104.34,147.91,
2007-12-12,135.0,104.85,149.37,
2007-12-13,135.0,104.82,149.06,
2007-12-14,133.45,103.59,147.17,
2007-12-17,131.93,101.28,145.07,
2007-12-18,132.55,102.06,145.88,
2007-12-19,132.27,102.21,145.88,
2007-12-20,132.71,103.77,146.8,
2007-12-21,134.34,104.33,148.13,
2007-12-24,135.31,106.35,149.23,
2007-12-26,135.42,106.73,149.55,
2007-12-27,133.68,104.98,147.67,
2007-12-28,133.41,104.84,147.3,
2007-12-31,132.55,103.91,146.21,
2008-01-02,130.63,102.33,144.93,
2008-01-03,130.74,101.9,144.86,
2008-01-04,128.17,98.2,141.31,
2008-01-07,128.06,97.98,141.19,
2008-01-08,125.85,95.64,138.91,
2008-01-09,126.96,96.84,140.37,
2008-01-10,127.82,97.39,141.29,
2008-01-11,126.19,95.66,140.15,
2008-01-14,127.51,97.08,141.28,
2008-01-15,125.3,94.77,138.17,
2008-01-16,124.65,93.92,136.98,
2008-01-17,121.77,92.014,133.43,
2008-01-18,120.57,91.64,132.06,
2008-01-22,119.22,89.86,130.72,
2008-01-23,122.7,90.82,133.86,
2008-01-24,123.43,92.49,134.99,
2008-01-25,122.19,91.27,133.04,
2008-01-28,123.53,91.97,135.24,
2008-01-29,124.54,92.16,135.91,
2008-01-30,123.78,92.03,134.91,
2008-01-31,126.0,93.44,137.37,
2008-02-01,127.43,94.485,139.58,
2008-02-04,126.03,93.354,137.82,
2008-02-05,122.96,90.613,134.13,
2008-02-06,122.26,89.28,133.05,
2008-02-07,122.73,89.79,133.93,
2008-02-08,121.75,90.28,133.07,
2008-02-11,122.32,90.89,133.75,
2008-02-12,123.77,90.915,134.99,
2008-02-13,125.26,92.92,136.37,
2008-02-14,124.01,91.38,135.17,
2008-02-15,123.33,91.028,135.14,
2008-02-19,123.68,90.32,135.52,
2008-02-20,124.09,90.97,135.92,
2008-02-21,123.2,90.08,134.79,
2008-02-22,123.8,89.9,135.62,
2008-02-25,125.57,91.21,137.33,
2008-02-26,126.81,91.95,138.36,
2008-02-27,126.83,92.26,138.22,
2008-02-28,125.84,91.39,136.87,
2008-02-29,123.01,89.2,133.82,
2008-03-03,122.5,88.63,133.5,
2008-03-04,122.4,88.57,132.99,
2008-03-05,122.87,89.01,133.83,
2008-03-06,120.8,87.06,131.06,
2008-03-07,118.93,86.79,129.71,
2008-03-10,117.98,85.06,128.0,
2008-03-11,122.06,88.3,132.6,
2008-03-12,121.4,87.92,131.36,
2008-03-13,121.51,89.08,131.65,
2008-03-14,120.02,86.98,129.61,
2008-03-17,120.09,85.52,128.3,
2008-03-18,124.05,89.0,133.63,
2008-03-19,121.44,87.01,130.32,
2008-03-20,123.11,88.58,132.08,
2008-03-24,125.34,91.16,134.72,
2008-03-25,125.13,91.76,134.85,
2008-03-26,123.92,91.23,133.2,
2008-03-27,123.15,89.59,132.78,
2008-03-28,122.23,88.674,131.51,
2008-03-31,122.4,89.39,131.97,
2008-04-01,126.07,92.61,136.61,
2008-04-02,126.19,92.69,136.7,
2008-04-03,126.33,92.77,137.04,
2008-04-04,126.1,93.02,136.89,
2008-04-07,126.05,92.81,136.96,
2008-04-08,126.13,92.166,136.82,
2008-04-09,125.65,90.97,135.83,
2008-04-10,125.95,92.33,136.02,
2008-04-11,123.34,89.916,133.38,
2008-04-14,123.17,89.325,132.93,
2008-04-15,123.48,89.66,133.24,
2008-04-16,126.64,92.19,136.85,
2008-04-17,126.7,91.938,137.05,
2008-04-18,127.86,94.21,138.48,
2008-04-21,128.03,94.51,138.55,
2008-04-22,127.37,93.235,137.94,
2008-04-23,127.3,94.3,137.72,
2008-04-24,128.1,95.25,138.32,
2008-04-25,128.8,95.08,139.6,
2008-04-28,128.79,94.94,139.63,
2008-04-29,128.18,95.266,139.08,
2008-04-30,128.19,94.65,138.26,
2008-05-01,129.96,97.38,141.12,
2008-05-02,130.73,97.08,141.51,
2008-05-05,129.63,96.7,140.83,
2008-05-06,130.25,97.54,142.05,
2008-05-07,128.4,95.816,139.52,
2008-05-08,128.33,96.25,139.16,
2008-05-09,127.5,95.95,138.9,
2008-05-12,128.76,97.64,140.46,
2008-05-13,128.41,98.018,140.48,
2008-05-14,129.0,98.11,140.77,
2008-05-15,130.05,99.48,142.53,
2008-05-16,129.6,99.3,142.66,
2008-05-19,130.23,98.78,143.05,
2008-05-20,128.31,97.78,141.89,
2008-05-21,126.06,96.122,139.49,
2008-05-22,126.02,96.78,139.51,
2008-05-23,124.61,95.98,137.64,
2008-05-27,125.43,97.44,138.66,
2008-05-28,125.84,97.61,139.3,
2008-05-29,126.23,98.61,140.0,
2008-05-30,126.13,99.04,140.35,
2008-06-02,125.16,97.93,138.9,
2008-06-03,123.96,97.46,138.09,
2008-06-04,123.99,98.4,138.02,
2008-06-05,126.11,100.18,140.78,
2008-06-06,122.12,97.29,136.29,
2008-06-09,122.96,96.79,136.62,
2008-06-10,122.96,96.18,135.94,
2008-06-11,121.05,94.132,133.94,
2008-06-12,121.63,94.6,134.45,
2008-06-13,123.1,96.38,136.15,
2008-06-16,122.66,97.17,136.23,
2008-06-17,121.93,96.582,135.57,
2008-06-18,120.33,95.55,134.25,
2008-06-19,120.63,96.71,134.42,
2008-06-20,118.24,94.41,131.58,
2008-06-23,118.33,93.626,131.45,
2008-06-24,117.94,92.94,131.19,
2008-06-25,117.91,94.26,131.81,
2008-06-26,114.67,91.246,128.23,
2008-06-27,113.46,90.85,127.53,
2008-06-30,113.42,89.9,127.98,
2008-07-01,113.77,90.43,128.38,
2008-07-02,112.15,88.35,126.18,
2008-07-03,113.05,88.05,126.31,
2008-07-07,112.21,87.97,125.02,
2008-07-08,113.74,90.07,127.24,
2008-07-09,111.66,87.9,124.79,
2008-07-10,112.22,88.61,125.3,
2008-07-11,111.0,87.94,123.84,
2008-07-14,110.5,86.99,122.72,
2008-07-15,109.3,87.01,120.99,
2008-07-16,112.17,89.77,123.96,
2008-07-17,114.14,90.73,125.2,
2008-07-18,114.95,89.63,125.98,
2008-07-21,114.65,89.52,126.05,
2008-07-22,115.7,90.44,127.48,
2008-07-23,116.23,91.32,128.17,
2008-07-24,113.6,89.63,125.51,
2008-07-25,113.17,90.8,125.48,
2008-07-28,111.34,88.95,123.64,
2008-07-29,113.85,91.1,126.28,
2008-07-30,115.82,91.45,128.53,
2008-07-31,113.7,91.32,126.83,
2008-08-01,113.12,90.85,126.16,
2008-08-04,112.77,89.76,124.99,
2008-08-05,116.01,92.28,128.36,
2008-08-06,116.49,93.44,128.93,
2008-08-07,114.59,92.53,127.01,
2008-08-08,117.05,94.78,129.37,
2008-08-11,117.88,95.98,130.71,
2008-08-12,116.63,95.58,129.35,
2008-08-13,115.45,95.57,128.57,
2008-08-14,116.42,96.5,129.54,
2008-08-15,116.6,96.42,130.17,
2008-08-18,114.99,94.98,128.39,
2008-08-19,113.55,93.76,126.99,
2008-08-20,114.09,94.03,127.58,
2008-08-21,114.1,93.44,127.8,
2008-08-22,116.16,94.89,129.65,
2008-08-25,113.92,93.06,127.02,
2008-08-26,114.18,92.93,127.39,
2008-08-27,115.1,93.55,128.63,
2008-08-28,117.06,94.77,130.19,
2008-08-29,115.59,93.03,128.79,
2008-09-02,115.26,92.42,127.99,
2008-09-03,115.51,91.84,127.88,
2008-09-04,112.17,88.51,124.03,
2008-09-05,112.41,88.68,124.42,
2008-09-08,115.16,89.31,126.99,
2008-09-09,112.64,87.0,123.22,
2008-09-10,113.08,87.64,123.72,
2008-09-11,114.76,88.8,125.51,
2008-09-12,114.78,88.87,126.09,
2008-09-15,109.64,86.11,120.09,
2008-09-16,110.74,86.69,122.1,
2008-09-17,106.85,82.82,116.61,
2008-09-18,109.9,86.09,120.07,
2008-09-19,113.88,88.93,124.12,
2008-09-22,110.38,85.61,121.31,
2008-09-23,108.5,84.73,118.55,
2008-09-24,108.5,84.92,118.93,
2008-09-25,110.11,86.04,120.79,
2008-09-26,111.3,85.95,120.85,
2008-09-29,105.22,79.2,111.38,
2008-09-30,108.04,83.0,115.99,
2008-10-01,108.64,81.46,116.06,
2008-10-02,105.31,77.962,111.85,
2008-10-03,103.35,76.5,110.34,
2008-10-06,99.67,75.74,104.72,
2008-10-07,95.14,70.33,100.03,
2008-10-08,91.88,69.1,97.51,
2008-10-09,85.7,66.32,90.7,
2008-10-10,84.4,64.95,88.5,
2008-10-13,95.0,71.8,101.35,
2008-10-14,93.67,70.22,99.85,
2008-10-15,85.16,67.39,90.02,
2008-10-16,89.7,67.43,93.77,
2008-10-17,87.69,67.22,93.21,
2008-10-20,93.0,69.53,98.81,
2008-10-21,90.34,66.55,95.86,
2008-10-22,85.77,63.53,90.64,
2008-10-23,87.9,63.19,91.69,
2008-10-24,82.55,61.6099,87.04,
2008-10-27,80.4,59.47,83.95,
2008-10-28,91.0,64.5,93.76,
2008-10-29,88.74,65.53,93.08,
2008-10-30,92.5,66.35,96.3,
2008-10-31,93.4,67.44,96.83,
2008-11-03,93.55,68.22,97.11,
2008-11-04,96.14,69.81,100.41,
2008-11-05,91.94,66.15,96.19,
2008-11-06,87.4,63.51,90.86,
2008-11-07,90.13,64.59,93.86,
2008-11-10,88.93,63.35,92.63,
2008-11-11,86.75,62.54,89.77,
2008-11-12,83.09,59.053,85.82,
2008-11-13,88.7,62.6,91.17,
2008-11-14,84.22,59.95,86.62,
2008-11-17,82.95,58.0,85.47,
2008-11-18,84.34,57.78,87.08,
2008-11-19,80.36,55.0,81.5,
2008-11-20,76.06,51.63,75.45,
2008-11-21,80.54,54.6,79.52,
2008-11-24,83.9,57.33,85.03,
2008-11-25,84.81,57.38,85.66,
2008-11-26,87.18,59.98,88.97,
2008-11-28,88.3,59.73,90.09,
2008-12-01,81.66,55.05,82.11,
2008-12-02,84.36,56.88,85.27,
2008-12-03,86.04,58.7,87.32,
2008-12-04,83.74,56.9,85.3,
2008-12-05,86.59,59.22,87.93,
2008-12-08,89.12,61.785,91.0,
2008-12-09,87.11,60.98,89.5,
2008-12-10,87.64,61.67,90.11,
2008-12-11,85.86,59.54,87.94,
2008-12-12,86.36,60.7,88.99,
2008-12-15,85.99,59.34,87.75,
2008-12-16,89.57,62.6,91.88,
2008-12-17,88.35,62.31,90.99,
2008-12-18,86.36,61.07,89.29,
2008-12-19,85.36,61.53,88.19,
2008-12-22,84.96,60.31,87.06,
2008-12-23,84.07,59.77,86.16,
2008-12-24,84.48,60.01,86.66,
2008-12-26,85.07,60.0,87.16,
2008-12-29,84.91,59.31,86.91,
2008-12-30,86.68,61.04,88.97,
2008-12-31,87.52,62.09,90.24,
2009-01-02,90.2,64.41,92.96,
2009-01-05,89.7,63.89,92.85,
2009-01-06,90.15,65.21,93.47,
2009-01-07,87.86,63.04,90.67,
2009-01-08,87.43,63.48,91.04,
2009-01-09,86.14,61.93,89.09,
2009-01-12,84.79,60.41,86.95,
2009-01-13,84.42,60.58,87.11,
2009-01-14,82.08,58.8,84.37,
2009-01-15,82.18,59.11,84.4,
2009-01-16,82.69,60.38,85.06,
2009-01-20,79.41,57.1399,80.57,
2009-01-21,82.24,59.3,84.05,
2009-01-22,81.16,57.64,82.75,
2009-01-23,80.52,58.216,83.11,
2009-01-26,81.07,58.63,83.68,
2009-01-27,81.51,59.262,84.53,
2009-01-28,83.68,61.03,87.39,
2009-01-29,81.53,59.63,84.55,
2009-01-30,80.08,58.43,82.83,
2009-02-02,79.32,58.77,82.58,
2009-02-03,80.63,59.48,83.74,
2009-02-04,79.69,59.59,83.33,
2009-02-05,80.55,60.57,84.57,
2009-02-06,82.86,62.48,86.98,
2009-02-09,82.75,62.43,87.1,
2009-02-10,79.19,59.91,83.11,
2009-02-11,79.55,60.01,83.6,
2009-02-12,79.5,60.358,83.66,
2009-02-13,78.55,60.598,82.76,
2009-02-17,75.75,57.97,79.22,
2009-02-18,75.76,57.82,79.03,
2009-02-19,75.03,57.21,78.18,
