Date-Time,ADM,CAG,COKE,GIS,HRL,HSY,PEP,PPC,TSN,VMI
2005-08-19,21.0,22.66,48.74,47.83,30.3,121.52,54.94,32.3,17.64,26.67
2005-08-22,21.9,22.67,48.65,47.84,30.44,121.64,55.05,32.36,17.58,27.43
2005-08-23,22.32,22.58,49.26,47.62,30.25,120.0,54.91,31.1,17.55,27.35
2005-08-24,22.08,22.54,49.94,47.52,30.35,117.34,54.32,31.21,17.67,26.84
2005-08-25,22.44,22.35,49.2,47.03,30.32,116.44,54.51,31.97,17.7,27.02
2005-08-26,22.47,22.4,49.55,46.9,31.2,116.46,54.31,31.98,17.6,26.62
2005-08-29,22.44,22.81,49.44,47.04,31.4,116.66,54.81,32.37,17.69,26.99
2005-08-30,22.34,22.55,48.91,46.4,31.34,116.2,54.8,32.78,17.34,27.19
2005-08-31,22.51,22.83,48.9,46.12,31.89,118.18,54.85,33.9,17.78,28.75
2005-09-01,23.48,23.05,48.55,46.08,32.47,116.84,54.95,33.72,17.82,28.4
2005-09-02,23.71,23.39,48.48,46.15,32.3,117.08,54.65,33.23,17.89,28.22
2005-09-06,23.76,23.2,49.88,46.46,32.38,118.32,55.19,33.23,18.16,29.37
2005-09-07,23.2,23.07,50.38,46.55,32.55,117.8,55.45,34.94,18.23,29.71
2005-09-08,23.18,22.96,49.93,46.14,32.05,116.76,55.11,34.63,18.15,29.64
2005-09-09,23.2,23.03,50.5,46.61,31.79,118.54,55.23,34.17,18.03,30.09
2005-09-12,23.41,22.9,49.95,47.05,31.52,118.5,55.43,34.46,18.18,29.93
2005-09-13,22.93,22.62,49.9999,46.82,31.37,116.42,55.46,34.5,18.05,29.29
2005-09-14,22.86,22.58,49.69,46.31,31.83,115.2,55.35,34.61,17.65,28.93
2005-09-15,23.16,22.55,50.0,46.01,31.8,115.74,55.69,35.01,17.72,28.71
2005-09-16,23.14,22.7,48.92,46.37,31.75,115.92,56.0,35.39,18.0,28.82
2005-09-19,22.66,22.5,48.26,45.73,32.03,115.3,55.43,35.19,17.74,28.55
2005-09-20,22.39,22.06,48.3,45.2,31.3,114.16,54.8,35.07,17.57,28.2
2005-09-21,22.18,23.03,47.3,44.68,30.9,110.96,54.02,35.0,17.26,28.17
2005-09-22,22.46,22.81,48.0,46.19,31.15,111.0,54.15,34.9,17.43,27.76
2005-09-23,22.78,23.18,48.85,46.01,31.45,111.0,54.51,34.97,17.68,27.88
2005-09-26,22.71,23.15,48.5,45.88,31.5,112.12,54.35,35.46,17.52,28.3
2005-09-27,23.61,23.33,48.9,46.48,32.4,112.64,55.11,36.0,17.36,28.55
2005-09-28,23.9,24.02,48.23,46.9,32.42,112.52,55.06,36.08,17.6,28.19
2005-09-29,24.2,24.34,48.7,47.44,32.35,112.94,56.5,36.05,17.84,29.01
2005-09-30,24.66,24.75,48.94,48.2,32.99,112.62,56.71,36.4,18.05,29.36
2005-10-03,24.75,24.74,48.56,48.12,32.83,115.82,56.51,37.04,18.23,29.5
2005-10-04,25.0,24.75,47.31,48.04,32.87,114.72,56.53,37.6,18.04,29.0
2005-10-05,24.39,24.37,46.96,47.86,32.0,112.66,57.25,36.55,17.82,27.93
2005-10-06,24.28,24.01,46.73,48.28,31.8,113.46,57.96,36.6,17.99,27.98
2005-10-07,24.5,24.24,47.298,48.03,31.75,112.6,57.47,36.87,18.1,28.96
2005-10-10,23.88,24.04,46.44,47.76,31.74,111.7,57.3,36.05,18.0,28.51
2005-10-11,24.01,23.9,44.75,47.86,31.63,111.16,57.13,36.58,17.7,28.16
2005-10-12,23.8,23.84,44.59,47.94,31.54,111.72,57.71,36.2,17.77,27.58
2005-10-13,23.84,23.77,44.12,47.86,31.44,111.48,57.47,35.48,17.8,27.94
2005-10-14,24.39,24.02,43.94,48.98,32.43,111.84,57.51,35.62,17.88,28.37
2005-10-17,24.42,23.83,44.18,49.07,32.43,117.12,57.76,35.61,17.88,28.13
2005-10-18,24.42,23.9,43.6745,49.03,32.2,116.2,58.32,35.89,17.98,30.0
2005-10-19,24.53,23.82,45.37,49.01,32.14,118.98,58.13,35.81,18.05,30.35
2005-10-20,23.75,23.39,45.638,48.39,31.44,117.2,57.67,34.68,18.09,29.3
2005-10-21,23.78,23.35,45.64,48.29,31.53,117.6,57.59,34.09,17.72,30.22
2005-10-24,24.12,23.42,45.84,48.74,32.04,117.3,57.96,36.47,18.04,31.33
2005-10-25,23.98,23.38,45.4,48.57,31.24,114.82,58.0,35.57,17.92,31.73
2005-10-26,23.61,23.45,45.37,48.75,31.17,113.42,57.55,34.35,17.77,30.66
2005-10-27,23.25,23.33,45.43,48.4,30.71,111.84,58.27,33.3,17.21,30.42
2005-10-28,24.3,23.37,45.34,48.75,31.53,113.94,58.83,31.4,17.5,30.22
2005-10-31,24.37,23.27,45.61,48.26,31.8,113.66,59.08,31.48,17.8,32.57
2005-11-01,24.49,23.3,45.44,48.73,31.94,113.24,58.56,31.77,17.89,31.26
2005-11-02,24.46,23.3,45.51,48.43,32.3,113.92,58.97,32.02,18.05,31.91
2005-11-03,24.4,23.26,45.43,47.96,32.22,112.8,59.05,32.28,18.24,32.61
2005-11-04,24.21,23.29,45.64,47.64,31.7,111.38,58.6,32.83,18.52,32.26
2005-11-07,23.78,23.49,45.43,47.65,32.01,111.32,58.56,31.05,18.65,33.16
2005-11-08,23.76,23.16,45.25,47.53,32.64,110.04,58.3,31.22,18.55,33.19
2005-11-09,24.0,23.3,45.41,47.82,34.07,110.22,58.3,31.49,18.62,32.98
2005-11-10,24.4,23.47,45.55,48.25,34.59,110.28,58.89,31.32,18.7,33.12
2005-11-11,24.41,23.42,45.45,48.08,35.0,110.1,58.7,30.75,18.5,33.84
2005-11-14,24.15,23.05,45.22,48.02,35.09,108.48,58.6,31.14,16.51,33.65
2005-11-15,23.93,22.91,44.14,47.96,34.95,108.82,58.7,31.32,16.57,33.95
2005-11-16,24.14,22.52,43.0,47.84,34.85,108.18,58.68,30.75,16.35,34.03
2005-11-17,24.75,22.76,42.6,47.64,35.01,106.28,58.24,31.11,16.59,33.93
2005-11-18,24.51,22.75,43.44,47.74,35.06,108.0,58.52,30.64,16.74,33.98
2005-11-21,24.47,22.65,43.07,47.7,35.25,108.7,58.4,30.6,16.72,34.55
2005-11-22,24.41,22.03,44.91,47.95,35.02,109.48,59.37,31.47,16.8,35.2
2005-11-23,24.52,21.94,46.01,48.12,32.74,110.4,59.6,31.67,16.51,34.7
2005-11-25,24.52,21.94,46.39,48.1,32.62,109.36,59.9,31.97,16.78,34.95
2005-11-28,24.26,21.8,45.6,48.02,32.55,110.72,59.62,32.15,16.69,33.45
2005-11-29,24.24,21.78,45.62,48.2,32.6,110.2,59.77,32.19,16.89,33.34
2005-11-30,23.57,21.5,46.0,47.53,32.8,108.44,59.2,32.0,16.83,33.37
2005-12-01,24.15,21.51,47.46,48.52,33.25,109.94,59.86,33.08,17.16,33.4
2005-12-02,23.9,21.4,47.87,48.28,32.98,110.56,59.9,32.82,16.87,33.49
2005-12-05,23.41,21.23,46.58,48.12,32.74,110.82,59.86,32.57,16.53,33.66
2005-12-06,23.65,20.7,46.64,48.07,32.29,111.28,59.71,32.41,16.37,34.7
2005-12-07,24.13,20.31,46.12,48.28,32.41,110.24,59.22,32.85,16.29,33.91
2005-12-08,24.64,20.15,45.58,48.11,32.17,110.5,59.07,33.01,16.52,34.33
2005-12-09,24.8,20.13,46.34,48.15,32.27,111.34,59.0,33.06,16.49,34.25
2005-12-12,24.75,20.05,45.61,49.2,32.31,112.24,59.31,32.8,16.61,33.91
2005-12-13,24.69,20.19,45.65,49.84,32.61,117.56,58.97,33.31,16.65,34.69
2005-12-14,24.54,20.27,45.94,50.03,32.42,115.62,59.25,34.15,16.76,35.0
2005-12-15,24.79,20.36,45.33,49.54,32.33,115.58,59.6,35.0,16.78,34.51
2005-12-16,25.06,20.51,45.74,49.75,32.54,115.72,59.82,34.36,16.86,33.9
2005-12-19,24.56,20.6,44.38,49.5,31.93,115.4,59.54,34.73,16.8,34.52
2005-12-20,24.26,20.73,44.42,49.33,32.25,113.42,59.17,34.5,16.9,34.53
2005-12-21,25.0,20.94,44.18,49.35,32.6,113.46,59.24,34.33,17.07,34.98
2005-12-22,24.73,20.6,43.97,50.1,32.56,113.06,59.22,34.21,17.11,34.93
2005-12-23,25.2,20.35,43.93,49.66,32.72,112.18,59.21,34.67,17.24,34.96
2005-12-27,24.94,20.18,43.41,49.75,32.64,112.1,59.19,34.24,17.25,34.26
2005-12-28,25.2,20.23,43.05,49.88,32.76,112.02,59.33,33.69,17.26,34.73
2005-12-29,25.17,20.26,43.31,49.91,32.83,110.96,59.54,33.75,17.28,33.1
2005-12-30,24.66,20.28,43.0,49.32,32.68,110.5,59.08,33.16,17.1,33.46
2006-01-03,24.38,20.52,43.92,49.58,33.05,109.7,59.76,25.36,16.71,34.08
2006-01-04,25.92,20.59,44.1,49.99,33.43,109.6,59.73,25.85,16.81,33.97
2006-01-05,25.3,20.48,43.7,49.72,33.54,109.64,59.38,26.6,16.76,34.44
2006-01-06,26.05,20.43,43.5,49.73,33.45,108.8,59.6,26.75,16.81,35.15
2006-01-09,26.37,20.56,44.01,49.74,33.38,108.9,59.3,26.75,16.83,37.03
2006-01-10,26.2,20.35,44.75,49.86,33.3,108.32,59.1,26.17,16.75,36.72
2006-01-11,26.76,20.24,44.121,50.19,33.24,107.98,58.86,26.28,16.8,35.95
2006-01-12,27.08,20.39,43.8,49.97,33.37,108.38,58.84,26.33,16.89,36.62
2006-01-13,26.79,20.52,44.01,49.96,33.37,108.9,58.7,26.48,16.55,36.92
2006-01-17,26.78,20.55,43.96,49.5,33.38,110.14,58.43,25.75,16.49,36.84
2006-01-18,27.5,20.65,44.06,49.6,34.01,110.2504,58.69,25.7,16.5,36.99
2006-01-19,28.11,20.78,44.07,49.85,33.59,110.32,58.33,25.52,16.49,36.96
2006-01-20,27.52,20.72,43.59,49.23,33.36,108.84,57.28,25.4,16.25,36.86
2006-01-23,27.94,20.87,43.356,48.87,34.09,107.08,57.5,25.43,16.48,36.95
2006-01-24,28.34,21.11,45.13,48.76,33.81,108.2,58.04,24.99,15.83,37.9
2006-01-25,27.98,21.18,45.19,48.64,33.5,104.6,57.64,24.83,15.49,38.54
2006-01-26,28.44,20.43,45.3,48.26,33.89,103.36,57.4,24.95,15.51,38.11
2006-01-27,28.87,20.81,46.0,48.76,33.98,103.36,58.2,24.71,15.37,38.57
2006-01-30,28.74,20.78,45.04,48.83,33.96,103.32,57.64,24.09,14.27,39.8
2006-01-31,31.5,20.73,44.95,48.61,33.53,102.4,57.18,24.34,14.33,40.05
2006-02-01,30.19,20.98,45.0,48.73,33.61,104.02,57.27,24.49,14.48,39.6
2006-02-02,30.25,20.74,45.381,48.4,34.46,103.02,57.45,24.5,14.41,39.04
2006-02-03,30.0,21.15,45.6,47.56,34.75,103.06,57.34,24.19,14.3,38.66
2006-02-06,29.84,20.89,45.68,47.5,34.37,102.12,56.77,23.9,14.1,39.0
2006-02-07,29.99,20.66,46.38,47.5,34.15,102.18,56.86,23.88,14.08,38.82
2006-02-08,30.62,20.64,46.65,47.24,34.14,101.7,57.28,24.18,14.14,39.21
2006-02-09,31.3,20.57,46.31,47.25,34.21,101.52,57.71,24.2,14.52,38.87
2006-02-10,30.72,20.47,46.49,47.51,34.18,103.32,57.93,23.92,14.54,39.5
2006-02-13,30.75,20.45,46.35,47.65,34.34,103.14,57.6,23.67,14.58,38.5
2006-02-14,30.8,20.51,46.75,47.65,34.33,104.22,57.95,23.78,14.74,38.48
2006-02-15,30.6,20.6,46.8,47.98,34.27,104.6,57.88,23.31,14.71,35.1
2006-02-16,30.57,20.6,47.0,48.58,34.71,106.0,58.7,23.41,14.66,35.89
2006-02-17,30.08,20.61,46.44,48.94,34.87,107.3,58.92,23.55,14.66,36.15
2006-02-21,31.19,20.57,46.24,48.86,34.62,105.32,58.84,23.8,14.34,36.44
2006-02-22,31.02,20.93,46.45,48.8,34.71,106.1,59.0,24.1,14.21,37.02
2006-02-23,30.99,20.63,46.89,49.12,34.81,104.62,59.66,24.11,14.16,36.62
2006-02-24,30.96,20.95,47.0,49.65,34.46,104.9,59.54,23.99,14.11,36.48
2006-02-27,31.89,21.39,46.11,49.47,34.0,103.94,59.51,23.52,14.07,36.34
2006-02-28,31.72,21.03,45.23,49.25,34.43,102.3,59.11,23.06,13.53,36.37
2006-03-01,31.2,21.35,46.0,49.02,34.2,102.82,59.25,23.27,13.79,37.0
2006-03-02,31.94,21.07,45.29,49.18,34.15,102.42,59.28,23.11,13.62,36.72
2006-03-03,32.27,21.12,44.57,48.83,34.04,102.46,59.48,22.58,13.34,37.17
2006-03-06,32.15,20.81,44.98,48.74,33.78,102.82,59.68,22.54,13.16,37.24
2006-03-07,31.73,20.77,44.2,48.81,33.78,103.5,59.5,22.33,13.16,36.85
2006-03-08,31.57,20.75,43.46,48.96,33.84,105.26,59.82,22.08,13.16,36.12
2006-03-09,32.22,20.76,43.41,48.82,33.91,104.3,60.0,22.35,13.64,36.63
2006-03-10,32.22,20.82,43.58,48.85,34.01,104.84,60.34,22.25,13.65,37.55
2006-03-13,33.45,20.97,43.99,48.75,34.0,104.5,60.49,21.6,13.06,37.05
2006-03-14,34.45,20.75,44.05,48.92,33.62,106.4,60.43,21.78,13.26,38.0
2006-03-15,34.05,20.41,44.02,49.06,33.3,105.42,60.06,21.14,12.94,39.17
2006-03-16,34.63,19.5,44.17,48.98,33.24,105.02,59.9,21.29,13.16,38.61
2006-03-17,35.26,19.64,44.25,49.33,33.18,107.72,60.06,22.16,13.36,39.42
2006-03-20,35.0,19.75,44.19,49.35,33.0,108.72,59.86,22.32,13.55,39.1
2006-03-21,34.93,19.99,43.82,49.21,33.27,107.46,59.53,22.26,13.64,38.51
2006-03-22,35.25,20.26,44.0,49.98,33.29,108.02,59.82,22.27,13.72,39.46
2006-03-23,34.7,20.54,44.0,50.23,33.02,107.32,59.13,22.34,13.82,39.45
2006-03-24,35.15,20.89,44.0,50.65,33.35,106.8,59.34,22.15,13.78,39.47
2006-03-27,35.03,21.08,44.5,50.57,33.02,106.02,58.99,21.78,13.75,40.07
2006-03-28,34.53,20.93,44.36,50.54,33.0,105.06,58.44,21.78,13.85,39.28
2006-03-29,34.34,21.32,44.59,50.85,33.33,105.76,58.41,21.91,13.55,40.4
2006-03-30,33.9,21.28,44.66,50.61,33.62,105.3,58.11,21.49,13.58,41.75
2006-03-31,33.65,21.46,46.0,50.68,33.8,104.46,57.79,21.67,13.74,42.04
2006-04-03,35.21,21.65,45.6,50.9,34.14,104.0,57.85,21.76,13.77,41.7
2006-04-04,35.96,21.61,45.14,50.66,34.21,104.1,57.81,22.02,13.69,42.0
2006-04-05,37.19,21.76,44.4,50.76,34.22,104.0,57.89,22.08,13.41,42.39
2006-04-06,36.92,21.69,44.65,50.25,33.74,103.86,58.02,21.42,13.26,42.0
2006-04-07,36.05,21.54,44.99,50.08,34.14,101.04,57.8,21.19,13.26,41.5
2006-04-10,36.2,21.56,44.47,50.1,34.27,100.52,58.09,21.6,13.24,41.03
2006-04-11,36.55,21.55,43.91,49.29,33.82,100.3,57.81,21.19,13.07,40.35
2006-04-12,37.39,21.23,44.25,49.33,33.77,102.84,57.88,21.28,13.1,41.81
2006-04-13,36.85,21.19,44.62,48.64,33.56,101.36,57.87,21.0,13.08,43.0
2006-04-17,36.24,21.33,43.95,48.92,33.51,100.08,57.39,21.04,13.17,42.71
2006-04-18,36.78,21.4,44.16,48.96,33.83,101.12,58.08,21.25,13.34,43.5
2006-04-19,37.7,21.51,45.12,49.05,34.01,101.38,58.08,21.36,13.27,49.76
2006-04-20,37.3,21.71,45.14,49.05,33.27,99.52,57.3,21.36,12.92,48.36
2006-04-21,37.86,21.82,46.0,48.95,33.13,102.42,57.2,23.49,14.05,52.0
2006-04-24,38.21,22.27,46.22,48.73,33.37,104.9,57.27,23.02,13.72,53.1
2006-04-25,36.67,22.35,46.75,49.12,32.99,104.58,57.5,23.36,13.72,54.17
2006-04-26,36.93,22.45,47.14,48.95,33.82,107.04,57.86,26.81,14.42,54.9
2006-04-27,36.19,22.59,47.68,49.24,33.71,107.12,58.08,25.89,14.55,54.18
2006-04-28,36.34,22.68,48.2,49.34,33.56,106.68,58.24,26.13,14.6,53.75
2006-05-01,38.0,22.72,47.68,50.0,33.45,106.1,58.17,25.87,14.71,55.12
2006-05-02,41.9,23.06,47.84,49.81,34.0,106.4,57.95,27.8,14.64,55.52
2006-05-03,43.32,22.88,48.14,49.58,33.69,105.88,58.45,27.1,14.63,56.6
2006-05-04,40.0,22.87,47.84,49.59,33.36,106.16,58.74,26.31,14.61,56.93
2006-05-05,40.7,23.0,47.97,49.69,33.83,107.48,59.18,26.73,14.98,56.71
2006-05-08,43.22,23.04,47.97,50.0,33.96,107.38,58.9,26.7,14.87,56.35
2006-05-09,45.22,23.26,48.04,49.91,33.8,108.14,58.71,25.99,14.98,56.23
2006-05-10,45.0,23.09,48.0,49.8,33.4,108.9,58.84,26.05,15.69,56.2
2006-05-11,45.25,22.93,47.4,49.0,33.82,108.08,58.35,26.08,15.71,54.09
2006-05-12,44.1,22.75,46.51,48.97,33.48,107.84,58.64,25.75,15.37,52.34
2006-05-15,43.15,22.8,46.53,49.79,33.78,109.1,59.71,26.37,15.88,51.15
2006-05-16,44.03,22.61,46.67,49.69,33.74,109.38,59.66,26.4,15.63,52.06
2006-05-17,42.19,22.45,46.86,49.65,33.26,109.96,59.65,25.36,15.17,50.7
2006-05-18,39.8,22.55,46.82,49.62,33.17,110.4,58.69,25.76,15.55,50.65
2006-05-19,40.2,22.38,46.19,49.55,33.98,111.78,58.6,26.32,16.49,50.55
2006-05-22,40.0,22.42,47.02,49.76,34.09,111.88,59.27,27.23,17.16,48.44
2006-05-23,40.05,22.42,47.47,50.23,33.66,112.0,59.73,26.33,16.63,48.49
2006-05-24,40.3,22.43,48.01,50.61,33.88,112.7,60.36,26.14,16.2,48.76
2006-05-25,41.38,22.73,48.5,52.09,35.65,113.42,60.56,27.28,16.4,49.15
2006-05-26,42.71,22.72,48.73,51.79,35.59,113.64,60.66,27.62,16.32,48.7
2006-05-30,40.86,22.47,48.43,51.71,34.92,112.92,60.42,26.82,16.06,47.9
2006-05-31,41.57,22.6,48.85,51.89,35.91,113.82,60.46,27.03,16.01,47.9
2006-06-01,43.23,22.73,49.36,51.81,35.87,114.0,61.1,26.95,15.9,49.72
2006-06-02,42.34,22.67,49.11,51.9,35.96,112.66,60.67,26.32,15.91,50.7
2006-06-05,41.5,22.7,48.48,51.27,35.36,111.82,59.75,26.6,15.6,47.71
2006-06-06,41.84,22.55,47.96,51.69,35.78,112.2,60.52,26.57,15.61,45.6
2006-06-07,41.57,22.43,48.4,51.54,35.96,111.12,60.3,26.69,15.73,44.44
2006-06-08,40.01,21.91,49.1,51.54,35.1,110.8,60.13,26.5,15.47,44.78
2006-06-09,41.48,22.16,49.79,51.32,35.18,110.98,60.06,26.16,15.39,45.0
2006-06-12,40.29,22.21,49.62,51.07,34.8,109.96,59.72,25.81,15.14,42.05
2006-06-13,38.21,21.96,49.71,50.78,34.63,108.18,58.99,25.14,14.72,41.1
2006-06-14,38.77,22.01,49.3,51.46,34.68,108.04,58.86,25.42,14.72,42.24
2006-06-15,39.74,22.09,49.91,50.83,34.99,109.1,59.08,25.06,14.58,44.36
2006-06-16,39.08,22.12,49.84,50.44,35.77,109.54,59.7,25.09,14.51,43.9
2006-06-19,38.37,22.0,49.16,49.45,36.12,108.24,59.31,24.53,14.64,41.71
2006-06-20,39.39,22.23,49.14,49.95,36.17,109.8,59.29,24.68,14.57,41.88
2006-06-21,38.87,22.17,49.66,50.41,36.82,110.04,59.61,25.23,14.76,44.38
2006-06-22,38.85,21.85,49.71,51.31,36.55,109.72,60.02,25.95,14.88,43.86
2006-06-23,38.9,21.81,49.72,51.11,36.61,109.22,59.49,26.55,15.01,44.14
2006-06-26,39.96,21.86,50.04,51.5,36.71,109.68,59.51,25.85,14.94,44.35
2006-06-27,39.35,21.83,49.82,50.99,36.55,110.48,59.11,25.75,14.42,43.87
2006-06-28,40.16,21.75,50.01,51.46,36.53,110.82,58.91,25.89,14.28,43.21
2006-06-29,41.05,21.89,51.72,51.75,37.23,111.62,59.5,26.68,14.85,45.27
2006-06-30,41.28,22.11,50.77,51.66,37.14,110.14,60.04,25.8,14.86,46.49
2006-07-03,43.03,22.09,50.81,51.87,37.36,110.46,60.27,25.57,14.85,47.1
2006-07-05,42.21,22.13,51.74,51.6,36.86,110.54,60.27,25.13,14.45,46.68
2006-07-06,42.47,22.0,52.46,51.02,37.02,111.76,60.36,25.77,14.86,46.9
2006-07-07,43.07,21.86,52.15,51.97,36.9,110.96,60.46,25.42,14.45,46.4
2006-07-10,43.11,22.29,53.28,52.62,36.95,112.12,60.95,26.94,15.28,47.7
2006-07-11,43.65,22.34,54.81,52.79,37.18,112.68,61.59,26.98,15.49,48.64
2006-07-12,42.73,22.28,54.63,52.36,36.93,113.52,61.1,25.91,15.16,47.63
2006-07-13,41.63,22.0,53.69,52.23,36.91,112.88,62.07,25.59,14.74,46.3
2006-07-14,41.98,21.91,52.86,51.91,36.45,111.12,61.8,24.93,14.37,45.53
2006-07-17,41.04,22.03,52.96,52.13,36.52,111.1,62.28,25.15,14.21,44.0
2006-07-18,41.06,22.02,53.53,52.4,36.67,112.24,63.21,25.12,14.29,43.15
2006-07-19,41.8,22.11,54.79,52.66,37.13,112.4,62.67,25.75,14.58,50.65
2006-07-20,40.18,21.95,54.39,52.4,37.0,112.22,62.48,26.0,14.68,49.29
2006-07-21,39.46,21.9,53.85,51.67,36.77,112.14,62.76,25.07,14.26,47.48
2006-07-24,39.88,21.88,57.97,51.65,37.77,111.54,63.35,25.42,14.53,48.58
2006-07-25,41.85,21.96,59.4,52.19,38.01,112.68,62.72,25.14,14.34,49.15
2006-07-26,42.15,21.72,59.3,52.31,37.66,112.3,63.63,25.31,14.34,48.9
2006-07-27,42.43,21.25,61.37,52.01,37.24,110.58,62.49,24.87,14.15,48.76
2006-07-28,43.52,21.74,61.31,52.33,37.83,111.98,63.13,25.59,14.57,50.12
2006-07-31,44.0,21.5,61.33,51.9,37.73,109.94,63.38,25.56,14.15,50.85
2006-08-01,43.9,21.53,59.71,52.0,37.83,110.02,63.17,24.4,13.77,50.62
2006-08-02,42.86,21.67,59.08,51.95,37.55,107.04,63.2,24.29,13.96,51.91
2006-08-03,42.0,21.54,58.59,52.0,37.6,106.36,62.84,24.17,13.64,52.78
2006-08-04,40.91,21.87,58.5,52.37,37.34,106.22,63.17,24.37,13.48,52.02
2006-08-07,41.43,21.96,58.42,51.92,37.04,104.56,63.16,24.01,13.24,51.84
2006-08-08,41.42,22.06,56.8,53.15,37.34,104.86,63.62,23.76,13.19,49.83
2006-08-09,41.81,22.08,57.01,53.06,37.41,105.08,62.84,23.5,13.13,48.58
2006-08-10,40.57,22.33,57.41,53.17,37.63,105.66,63.2,23.53,13.33,49.51
2006-08-11,40.83,22.36,57.16,53.2,37.72,105.06,63.33,23.16,13.45,48.11
2006-08-14,40.11,22.71,57.11,53.35,37.67,105.74,63.95,23.2,13.48,48.15
2006-08-15,40.92,22.79,58.17,53.54,37.99,105.14,63.59,23.51,13.54,50.95
2006-08-16,40.45,22.7,57.64,53.8,37.92,104.72,63.29,23.4,13.82,52.07
2006-08-17,39.73,22.66,57.64,53.04,37.69,106.06,62.66,23.97,14.32,52.03
2006-08-18,41.2,22.7,57.66,53.33,37.65,107.64,63.01,23.65,14.26,52.55
2006-08-21,41.45,22.88,56.35,53.23,38.02,107.78,63.3,24.97,14.49,50.8
2006-08-22,41.5,22.72,56.08,53.15,37.8,107.32,63.74,24.58,14.56,52.35
2006-08-23,41.64,23.07,56.17,53.27,37.99,107.06,64.07,24.1,14.49,50.05
2006-08-24,41.74,23.26,56.29,53.54,36.43,107.22,64.14,24.08,14.25,50.71
2006-08-25,41.74,23.72,56.83,54.11,36.45,107.82,64.18,24.03,14.47,50.15
2006-08-28,41.69,23.81,58.37,54.12,36.01,107.22,65.0,23.69,14.49,51.5
2006-08-29,41.23,23.9,59.0,53.88,37.23,107.1,65.81,24.64,14.96,50.68
2006-08-30,41.21,23.83,59.46,54.28,36.52,106.88,65.64,24.43,14.76,51.05
2006-08-31,41.17,23.8,58.6,54.23,36.65,107.92,65.28,24.36,14.73,52.16
2006-09-01,41.99,23.87,58.38,54.36,36.89,108.54,65.41,24.32,14.71,53.5
2006-09-05,42.04,23.68,59.89,54.32,36.4,103.84,65.2,24.0,14.77,57.84
2006-09-06,40.77,23.57,59.78,54.45,36.15,103.76,64.93,23.48,14.92,55.94
2006-09-07,39.93,23.53,59.67,53.76,36.04,103.06,64.22,24.78,15.12,52.95
2006-09-08,39.59,23.52,59.59,53.18,36.22,102.68,64.73,25.46,15.2,52.6
2006-09-11,38.33,23.5,59.89,52.97,36.16,101.28,64.72,24.67,14.97,51.95
2006-09-12,37.17,23.5,59.95,52.81,36.35,102.2,65.2,24.37,15.01,53.39
2006-09-13,37.86,23.56,60.09,52.51,36.36,101.62,64.64,24.85,15.25,54.81
2006-09-14,38.56,23.5,60.95,52.16,36.17,102.32,64.55,27.3,15.78,53.96
2006-09-15,38.13,23.35,61.49,52.96,35.76,103.88,65.03,27.69,15.95,54.66
2006-09-18,38.59,23.31,61.58,52.7,35.72,101.22,64.48,27.95,16.01,53.61
2006-09-19,38.48,23.17,61.5,52.69,35.67,102.9,64.77,28.19,16.09,52.5
2006-09-20,38.71,23.26,61.93,53.02,36.17,103.76,65.12,28.53,15.91,54.08
2006-09-21,39.2,23.68,60.9,54.75,36.25,103.36,64.61,28.44,15.88,53.87
2006-09-22,38.48,23.5,58.96,55.24,36.02,103.26,64.28,28.35,15.95,52.51
2006-09-25,37.62,23.99,60.77,55.08,36.4,103.96,65.07,28.29,16.13,53.51
2006-09-26,38.74,24.27,61.11,55.63,36.13,105.42,65.43,28.92,16.62,54.98
2006-09-27,37.75,24.48,62.49,56.28,36.32,105.82,65.91,28.22,16.49,54.52
2006-09-28,37.66,24.54,62.32,56.78,36.2,106.52,65.3,27.97,16.09,53.04
2006-09-29,37.88,24.48,61.98,56.6,35.98,106.9,65.26,27.35,15.88,52.25
2006-10-02,38.05,24.42,60.6,56.42,36.03,106.18,64.33,27.08,15.73,51.16
2006-10-03,37.01,24.46,60.8,55.74,35.36,104.84,64.66,27.19,15.49,50.97
2006-10-04,37.05,24.71,62.12,56.09,35.87,105.52,64.91,27.35,15.3,51.48
2006-10-05,37.4,25.0,63.38,56.03,36.22,106.24,64.78,27.57,15.28,53.07
2006-10-06,37.0,24.99,62.7125,55.55,35.98,106.28,64.42,27.1,15.2,53.04
2006-10-09,38.5,25.0,63.18,55.73,36.12,107.2,63.72,27.35,15.1,54.12
2006-10-10,37.12,25.09,62.67,55.76,36.1,105.6,63.41,26.98,15.03,54.93
2006-10-11,36.66,25.11,61.75,55.41,35.89,106.32,63.86,26.62,14.92,55.12
2006-10-12,36.72,25.05,64.47,55.26,36.2,106.56,62.85,26.47,14.99,57.04
2006-10-13,36.93,25.12,64.25,55.05,35.92,106.5,62.45,26.84,15.1,57.76
2006-10-16,38.06,25.4,64.88,55.32,35.82,105.6,62.68,27.31,14.98,59.9
2006-10-17,37.27,25.78,64.98,55.82,35.63,105.1,62.37,27.16,15.0,59.0
2006-10-18,37.21,25.82,65.3,56.01,35.71,105.4,63.19,27.1,14.99,57.1
2006-10-19,37.9,25.77,66.3,55.89,35.39,100.76,62.82,26.3,14.84,56.8
2006-10-20,37.5,25.94,66.13,55.79,35.69,102.1,62.81,25.52,14.55,55.59
